hEntrez,humanSymbol,n_studies,n_tissues,n_systems,n_species,max_abs_lfc,min_padj,n_up,n_down,n_strict,studies,n_mouse_studies,mouse_lfc,mouse_tissues,mouse_fanout,n_fly_studies,fly_fanout,fly_lfc,dir_consistency,consensus_dir,in_ocular,in_cns,in_cardio,in_flyhead,systems,xspecies_ok,mouse_systems,score,rank,tier
9162,DGKI,1,1,1,1,1.394,7.25467e-11,0,1,1,OSD-207,0,,,,1,9.0,-1.394,1.0,DOWN,False,False,False,True,flyhead,False,0,7.258,2489,C
139189,DGKK,1,1,1,1,1.394,7.25467e-11,0,1,1,OSD-207,0,,,,1,9.0,-1.394,1.0,DOWN,False,False,False,True,flyhead,False,0,7.258,2490,C
160851,DGKH,1,1,1,1,1.394,7.25467e-11,0,1,1,OSD-207,0,,,,1,9.0,-1.394,1.0,DOWN,False,False,False,True,flyhead,False,0,7.258,2491,C
84705,GTPBP3,1,1,1,1,1.38678,0.0011122,0,1,1,OSD-207,0,,,,1,1.0,-1.38678,1.0,DOWN,False,False,False,True,flyhead,False,0,7.256,2492,C
1465,CSRP1,1,1,1,1,1.38457,0.000240129,0,1,1,OSD-207,0,,,,1,3.0,-1.38457,1.0,DOWN,False,False,False,True,flyhead,False,0,7.255,2493,C
1466,CSRP2,1,1,1,1,1.38457,0.000240129,0,1,1,OSD-207,0,,,,1,3.0,-1.38457,1.0,DOWN,False,False,False,True,flyhead,False,0,7.255,2494,C
8048,CSRP3,1,1,1,1,1.38457,0.000240129,0,1,1,OSD-207,0,,,,1,3.0,-1.38457,1.0,DOWN,False,False,False,True,flyhead,False,0,7.255,2495,C
5111,PCNA,1,1,1,1,1.38118,0.000932008,0,1,1,OSD-207,0,,,,1,1.0,-1.38118,1.0,DOWN,False,False,False,True,flyhead,False,0,7.254,2496,C
8106,PABPN1,1,1,1,1,1.37745,4.50953e-13,1,0,1,OSD-207,0,,,,1,1.0,1.37745,1.0,UP,False,False,False,True,flyhead,False,0,7.252,2497,C
4191,MDH2,1,1,1,1,1.37075,9.99129e-16,0,1,1,OSD-207,0,,,,1,1.0,-1.37075,1.0,DOWN,False,False,False,True,flyhead,False,0,7.25,2498,C
7298,TYMS,1,1,1,1,1.36973,0.0322191,0,1,1,OSD-207,0,,,,1,1.0,-1.36973,1.0,DOWN,False,False,False,True,flyhead,False,0,7.249,2499,C
50651,SLC45A1,1,1,1,1,1.36874,8.0677e-05,0,1,1,OSD-207,0,,,,1,4.0,-1.36874,1.0,DOWN,False,False,False,True,flyhead,False,0,7.249,2500,C
51151,SLC45A2,1,1,1,1,1.36874,8.0677e-05,0,1,1,OSD-207,0,,,,1,4.0,-1.36874,1.0,DOWN,False,False,False,True,flyhead,False,0,7.249,2501,C
57210,SLC45A4,1,1,1,1,1.36874,8.0677e-05,0,1,1,OSD-207,0,,,,1,4.0,-1.36874,1.0,DOWN,False,False,False,True,flyhead,False,0,7.249,2502,C
85414,SLC45A3,1,1,1,1,1.36874,8.0677e-05,0,1,1,OSD-207,0,,,,1,4.0,-1.36874,1.0,DOWN,False,False,False,True,flyhead,False,0,7.249,2503,C
55586,MIOX,1,1,1,1,1.36723,0.00450217,1,0,1,OSD-207,0,,,,1,1.0,1.36723,1.0,UP,False,False,False,True,flyhead,False,0,7.248,2504,C
6652,SORD,1,1,1,1,1.36672,0.00292404,0,1,1,OSD-207,0,,,,1,1.0,-1.36672,1.0,DOWN,False,False,False,True,flyhead,False,0,7.248,2505,C
5034,P4HB,1,1,1,1,1.36626,4.10453e-06,1,0,1,OSD-207,0,,,,1,8.0,1.36626,1.0,UP,False,False,False,True,flyhead,False,0,7.248,2506,C
54495,TMX3,1,1,1,1,1.36626,4.10453e-06,1,0,1,OSD-207,0,,,,1,8.0,1.36626,1.0,UP,False,False,False,True,flyhead,False,0,7.248,2507,C
56255,TMX4,1,1,1,1,1.36626,4.10453e-06,1,0,1,OSD-207,0,,,,1,8.0,1.36626,1.0,UP,False,False,False,True,flyhead,False,0,7.248,2508,C
64714,PDIA2,1,1,1,1,1.36626,4.10453e-06,1,0,1,OSD-207,0,,,,1,8.0,1.36626,1.0,UP,False,False,False,True,flyhead,False,0,7.248,2509,C
81542,TMX1,1,1,1,1,1.36626,4.10453e-06,1,0,1,OSD-207,0,,,,1,8.0,1.36626,1.0,UP,False,False,False,True,flyhead,False,0,7.248,2510,C
121506,ERP27,1,1,1,1,1.36626,4.10453e-06,1,0,1,OSD-207,0,,,,1,8.0,1.36626,1.0,UP,False,False,False,True,flyhead,False,0,7.248,2511,C
204474,PDILT,1,1,1,1,1.36626,4.10453e-06,1,0,1,OSD-207,0,,,,1,8.0,1.36626,1.0,UP,False,False,False,True,flyhead,False,0,7.248,2512,C
5396,PRRX1,1,1,1,1,1.36552,0.00574505,0,1,1,OSD-207,0,,,,1,1.0,-1.36552,1.0,DOWN,False,False,False,True,flyhead,False,0,7.248,2513,C
4538,ND4,1,1,1,1,1.35977,0.00123761,0,1,1,OSD-207,0,,,,1,1.0,-1.35977,1.0,DOWN,False,False,False,True,flyhead,False,0,7.246,2514,C
23590,PDSS1,1,1,1,1,1.3549,3.8243e-05,0,1,1,OSD-207,0,,,,1,1.0,-1.3549,1.0,DOWN,False,False,False,True,flyhead,False,0,7.244,2515,C
11068,CYB561D2,1,1,1,1,1.35477,0.000322733,1,0,1,OSD-207,0,,,,1,2.0,1.35477,1.0,UP,False,False,False,True,flyhead,False,0,7.244,2516,C
284613,CYB561D1,1,1,1,1,1.35477,0.000322733,1,0,1,OSD-207,0,,,,1,2.0,1.35477,1.0,UP,False,False,False,True,flyhead,False,0,7.244,2517,C
105372267,NFILZ,1,1,1,1,1.3546,3.24312e-09,1,0,1,OSD-207,0,,,,1,2.0,1.3546,1.0,UP,False,False,False,True,flyhead,False,0,7.244,2518,C
216,ALDH1A1,1,1,1,1,1.34962,0.00618905,1,0,1,OSD-207,0,,,,1,10.0,1.34962,1.0,UP,False,False,False,True,flyhead,False,0,7.242,2519,C
218,ALDH3A1,1,1,1,1,1.34962,0.00618905,1,0,1,OSD-207,0,,,,1,10.0,1.34962,1.0,UP,False,False,False,True,flyhead,False,0,7.242,2520,C
221,ALDH3B1,1,1,1,1,1.34962,0.00618905,1,0,1,OSD-207,0,,,,1,10.0,1.34962,1.0,UP,False,False,False,True,flyhead,False,0,7.242,2521,C
223,ALDH9A1,1,1,1,1,1.34962,0.00618905,1,0,1,OSD-207,0,,,,1,10.0,1.34962,1.0,UP,False,False,False,True,flyhead,False,0,7.242,2522,C
224,ALDH3A2,1,1,1,1,1.34962,0.00618905,1,0,1,OSD-207,0,,,,1,10.0,1.34962,1.0,UP,False,False,False,True,flyhead,False,0,7.242,2523,C
8854,ALDH1A2,1,1,1,1,1.34962,0.00618905,1,0,1,OSD-207,0,,,,1,10.0,1.34962,1.0,UP,False,False,False,True,flyhead,False,0,7.242,2524,C
10840,ALDH1L1,1,1,1,1,1.34962,0.00618905,1,0,1,OSD-207,0,,,,1,10.0,1.34962,1.0,UP,False,False,False,True,flyhead,False,0,7.242,2525,C
126133,ALDH16A1,1,1,1,1,1.34962,0.00618905,1,0,1,OSD-207,0,,,,1,10.0,1.34962,1.0,UP,False,False,False,True,flyhead,False,0,7.242,2526,C
1050,CEBPA,1,1,1,1,1.34836,0.0136284,0,1,1,OSD-207,0,,,,1,4.0,-1.34836,1.0,DOWN,False,False,False,True,flyhead,False,0,7.242,2527,C
1051,CEBPB,1,1,1,1,1.34836,0.0136284,0,1,1,OSD-207,0,,,,1,4.0,-1.34836,1.0,DOWN,False,False,False,True,flyhead,False,0,7.242,2528,C
1052,CEBPD,1,1,1,1,1.34836,0.0136284,0,1,1,OSD-207,0,,,,1,4.0,-1.34836,1.0,DOWN,False,False,False,True,flyhead,False,0,7.242,2529,C
1053,CEBPE,1,1,1,1,1.34836,0.0136284,0,1,1,OSD-207,0,,,,1,4.0,-1.34836,1.0,DOWN,False,False,False,True,flyhead,False,0,7.242,2530,C
79876,UBA5,1,1,1,1,1.34557,2.19475e-09,1,0,1,OSD-207,0,,,,1,1.0,1.34557,1.0,UP,False,False,False,True,flyhead,False,0,7.24,2531,C
3337,DNAJB1,1,1,1,1,1.34255,0.00323105,1,0,1,OSD-207,0,,,,1,8.0,1.34255,1.0,UP,False,False,False,True,flyhead,False,0,7.239,2532,C
10049,DNAJB6,1,1,1,1,1.34255,0.00323105,1,0,1,OSD-207,0,,,,1,8.0,1.34255,1.0,UP,False,False,False,True,flyhead,False,0,7.239,2533,C
25822,DNAJB5,1,1,1,1,1.34255,0.00323105,1,0,1,OSD-207,0,,,,1,8.0,1.34255,1.0,UP,False,False,False,True,flyhead,False,0,7.239,2534,C
54788,DNAJB12,1,1,1,1,1.34255,0.00323105,1,0,1,OSD-207,0,,,,1,8.0,1.34255,1.0,UP,False,False,False,True,flyhead,False,0,7.239,2535,C
79982,DNAJB14,1,1,1,1,1.34255,0.00323105,1,0,1,OSD-207,0,,,,1,8.0,1.34255,1.0,UP,False,False,False,True,flyhead,False,0,7.239,2536,C
150353,DNAJB7,1,1,1,1,1.34255,0.00323105,1,0,1,OSD-207,0,,,,1,8.0,1.34255,1.0,UP,False,False,False,True,flyhead,False,0,7.239,2537,C
165721,DNAJB8,1,1,1,1,1.34255,0.00323105,1,0,1,OSD-207,0,,,,1,8.0,1.34255,1.0,UP,False,False,False,True,flyhead,False,0,7.239,2538,C
55072,RNF31,1,1,1,1,1.34115,4.98577e-07,0,1,1,OSD-207,0,,,,1,1.0,-1.34115,1.0,DOWN,False,False,False,True,flyhead,False,0,7.239,2539,C
10213,PSMD14,1,1,1,1,1.33973,0.00356212,0,1,1,OSD-207,0,,,,1,1.0,-1.33973,1.0,DOWN,False,False,False,True,flyhead,False,0,7.238,2540,C
9962,SLC23A2,1,1,1,1,1.33728,0.00019587,0,1,1,OSD-207,0,,,,1,2.0,-1.33728,1.0,DOWN,False,False,False,True,flyhead,False,0,7.237,2541,C
9963,SLC23A1,1,1,1,1,1.33728,0.00019587,0,1,1,OSD-207,0,,,,1,2.0,-1.33728,1.0,DOWN,False,False,False,True,flyhead,False,0,7.237,2542,C
9814,SFI1,1,1,1,1,1.33168,0.0163564,1,0,1,OSD-207,0,,,,1,2.0,1.33168,1.0,UP,False,False,False,True,flyhead,False,0,7.235,2543,C
57577,CCDC191,1,1,1,1,1.33168,0.0163564,1,0,1,OSD-207,0,,,,1,2.0,1.33168,1.0,UP,False,False,False,True,flyhead,False,0,7.235,2544,C
2639,GCDH,1,1,1,1,1.32863,0.00185365,1,0,1,OSD-207,0,,,,1,1.0,1.32863,1.0,UP,False,False,False,True,flyhead,False,0,7.234,2545,C
2992,GYG1,1,1,1,1,1.32531,2.15213e-09,0,1,1,OSD-207,0,,,,1,1.0,-1.32531,1.0,DOWN,False,False,False,True,flyhead,False,0,7.233,2546,C
6566,SLC16A1,1,1,1,1,1.3207,0.0178996,0,1,1,OSD-207,0,,,,1,14.0,-1.3207,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2547,C
6567,SLC16A2,1,1,1,1,1.3207,0.0178996,0,1,1,OSD-207,0,,,,1,14.0,-1.3207,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2548,C
9121,SLC16A5,1,1,1,1,1.3207,0.0178996,0,1,1,OSD-207,0,,,,1,14.0,-1.3207,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2549,C
9122,SLC16A4,1,1,1,1,1.3207,0.0178996,0,1,1,OSD-207,0,,,,1,14.0,-1.3207,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2550,C
9194,SLC16A7,1,1,1,1,1.3207,0.0178996,0,1,1,OSD-207,0,,,,1,14.0,-1.3207,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2551,C
117247,SLC16A10,1,1,1,1,1.3207,0.0178996,0,1,1,OSD-207,0,,,,1,14.0,-1.3207,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2552,C
151473,SLC16A14,1,1,1,1,1.3207,0.0178996,0,1,1,OSD-207,0,,,,1,14.0,-1.3207,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2553,C
201232,SLC16A13,1,1,1,1,1.3207,0.0178996,0,1,1,OSD-207,0,,,,1,14.0,-1.3207,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2554,C
220963,SLC16A9,1,1,1,1,1.3207,0.0178996,0,1,1,OSD-207,0,,,,1,14.0,-1.3207,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2555,C
387700,SLC16A12,1,1,1,1,1.3207,0.0178996,0,1,1,OSD-207,0,,,,1,14.0,-1.3207,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2556,C
5191,PEX7,1,1,1,1,1.32057,0.00700776,0,1,1,OSD-207,0,,,,1,1.0,-1.32057,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2557,C
3925,STMN1,1,1,1,1,1.3201,1.07744e-08,0,1,1,OSD-207,0,,,,1,5.0,-1.3201,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2558,C
11075,STMN2,1,1,1,1,1.3201,1.07744e-08,0,1,1,OSD-207,0,,,,1,5.0,-1.3201,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2559,C
50861,STMN3,1,1,1,1,1.3201,1.07744e-08,0,1,1,OSD-207,0,,,,1,5.0,-1.3201,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2560,C
81551,STMN4,1,1,1,1,1.3201,1.07744e-08,0,1,1,OSD-207,0,,,,1,5.0,-1.3201,1.0,DOWN,False,False,False,True,flyhead,False,0,7.231,2561,C
5162,PDHB,1,1,1,1,1.31761,1.44636e-11,0,1,1,OSD-207,0,,,,1,1.0,-1.31761,1.0,DOWN,False,False,False,True,flyhead,False,0,7.23,2562,C
5562,PRKAA1,1,1,1,1,1.31538,2.8420900000000004e-24,0,1,1,OSD-207,0,,,,1,9.0,-1.31538,1.0,DOWN,False,False,False,True,flyhead,False,0,7.229,2563,C
9024,BRSK2,1,1,1,1,1.31538,2.8420900000000004e-24,0,1,1,OSD-207,0,,,,1,9.0,-1.31538,1.0,DOWN,False,False,False,True,flyhead,False,0,7.229,2564,C
9891,NUAK1,1,1,1,1,1.31538,2.8420900000000004e-24,0,1,1,OSD-207,0,,,,1,9.0,-1.31538,1.0,DOWN,False,False,False,True,flyhead,False,0,7.229,2565,C
30811,HUNK,1,1,1,1,1.31538,2.8420900000000004e-24,0,1,1,OSD-207,0,,,,1,9.0,-1.31538,1.0,DOWN,False,False,False,True,flyhead,False,0,7.229,2566,C
81629,TSSK3,1,1,1,1,1.31538,2.8420900000000004e-24,0,1,1,OSD-207,0,,,,1,9.0,-1.31538,1.0,DOWN,False,False,False,True,flyhead,False,0,7.229,2567,C
81788,NUAK2,1,1,1,1,1.31538,2.8420900000000004e-24,0,1,1,OSD-207,0,,,,1,9.0,-1.31538,1.0,DOWN,False,False,False,True,flyhead,False,0,7.229,2568,C
83983,TSSK6,1,1,1,1,1.31538,2.8420900000000004e-24,0,1,1,OSD-207,0,,,,1,9.0,-1.31538,1.0,DOWN,False,False,False,True,flyhead,False,0,7.229,2569,C
7781,SLC30A3,1,1,1,1,1.31402,0.0355026,0,1,1,OSD-207,0,,,,1,2.0,-1.31402,1.0,DOWN,False,False,False,True,flyhead,False,0,7.229,2570,C
55532,SLC30A10,1,1,1,1,1.31402,0.0355026,0,1,1,OSD-207,0,,,,1,2.0,-1.31402,1.0,DOWN,False,False,False,True,flyhead,False,0,7.229,2571,C
148867,SLC30A7,1,1,1,1,1.3131,1.75176e-06,1,0,1,OSD-207,0,,,,1,1.0,1.3131,1.0,UP,False,False,False,True,flyhead,False,0,7.228,2572,C
10606,PAICS,1,1,1,1,1.31247,0.0282708,1,0,1,OSD-207,0,,,,1,1.0,1.31247,1.0,UP,False,False,False,True,flyhead,False,0,7.228,2573,C
6609,SMPD1,1,1,1,1,1.31123,5.87157e-05,0,1,1,OSD-207,0,,,,1,1.0,-1.31123,1.0,DOWN,False,False,False,True,flyhead,False,0,7.228,2574,C
2622,GAS8,1,1,1,1,1.31014,0.0216619,1,0,1,OSD-207,0,,,,1,1.0,1.31014,1.0,UP,False,False,False,True,flyhead,False,0,7.227,2575,C
53407,STX18,1,1,1,1,1.30897,2.04283e-09,1,0,1,OSD-207,0,,,,1,1.0,1.30897,1.0,UP,False,False,False,True,flyhead,False,0,7.227,2576,C
1738,DLD,1,1,1,1,1.30775,4.56755e-12,0,1,1,OSD-207,0,,,,1,1.0,-1.30775,1.0,DOWN,False,False,False,True,flyhead,False,0,7.226,2577,C
26235,FBXL4,1,1,1,1,1.30764,4.54205e-27,0,1,1,OSD-207,0,,,,1,1.0,-1.30764,1.0,DOWN,False,False,False,True,flyhead,False,0,7.226,2578,C
143689,PIWIL4,1,1,1,1,1.3067,0.021299,1,0,1,OSD-207,0,,,,1,2.0,1.3067,1.0,UP,False,False,False,True,flyhead,False,0,7.226,2579,C
440822,PIWIL3,1,1,1,1,1.3067,0.021299,1,0,1,OSD-207,0,,,,1,2.0,1.3067,1.0,UP,False,False,False,True,flyhead,False,0,7.226,2580,C
3162,HMOX1,1,1,1,1,1.30233,0.00953782,0,1,1,OSD-207,0,,,,1,2.0,-1.30233,1.0,DOWN,False,False,False,True,flyhead,False,0,7.224,2581,C
3163,HMOX2,1,1,1,1,1.30233,0.00953782,0,1,1,OSD-207,0,,,,1,2.0,-1.30233,1.0,DOWN,False,False,False,True,flyhead,False,0,7.224,2582,C
2997,GYS1,1,1,1,1,1.29778,0.000787129,0,1,1,OSD-207,0,,,,1,1.0,-1.29778,1.0,DOWN,False,False,False,True,flyhead,False,0,7.223,2583,C
4648,MYO7B,1,1,1,1,1.29676,1.21001e-08,0,1,1,OSD-207,0,,,,1,1.0,-1.29676,1.0,DOWN,False,False,False,True,flyhead,False,0,7.222,2584,C
81554,RCC1L,1,1,1,1,1.29559,7.24036e-05,1,0,1,OSD-207,0,,,,1,1.0,1.29559,1.0,UP,False,False,False,True,flyhead,False,0,7.222,2585,C
84913,ATOH8,1,1,1,1,1.29542,0.00466731,1,0,1,OSD-207,0,,,,1,1.0,1.29542,1.0,UP,False,False,False,True,flyhead,False,0,7.222,2586,C
2643,GCH1,1,1,1,1,1.29511,0.00169195,0,1,1,OSD-207,0,,,,1,1.0,-1.29511,1.0,DOWN,False,False,False,True,flyhead,False,0,7.222,2587,C
6573,SLC19A1,1,1,1,1,1.29494,6.74948e-06,0,1,1,OSD-207,0,,,,1,3.0,-1.29494,1.0,DOWN,False,False,False,True,flyhead,False,0,7.222,2588,C
10560,SLC19A2,1,1,1,1,1.29494,6.74948e-06,0,1,1,OSD-207,0,,,,1,3.0,-1.29494,1.0,DOWN,False,False,False,True,flyhead,False,0,7.222,2589,C
80704,SLC19A3,1,1,1,1,1.29494,6.74948e-06,0,1,1,OSD-207,0,,,,1,3.0,-1.29494,1.0,DOWN,False,False,False,True,flyhead,False,0,7.222,2590,C
23478,SEC11A,1,1,1,1,1.29455,9.66514e-09,1,0,1,OSD-207,0,,,,1,1.0,1.29455,1.0,UP,False,False,False,True,flyhead,False,0,7.221,2591,C
1109,AKR1C4,1,1,1,1,1.29359,0.00308725,1,0,1,OSD-207,0,,,,1,9.0,1.29359,1.0,UP,False,False,False,True,flyhead,False,0,7.221,2592,C
1645,AKR1C1,1,1,1,1,1.29359,0.00308725,1,0,1,OSD-207,0,,,,1,9.0,1.29359,1.0,UP,False,False,False,True,flyhead,False,0,7.221,2593,C
1646,AKR1C2,1,1,1,1,1.29359,0.00308725,1,0,1,OSD-207,0,,,,1,9.0,1.29359,1.0,UP,False,False,False,True,flyhead,False,0,7.221,2594,C
8574,AKR7A2,1,1,1,1,1.29359,0.00308725,1,0,1,OSD-207,0,,,,1,9.0,1.29359,1.0,UP,False,False,False,True,flyhead,False,0,7.221,2595,C
8644,AKR1C3,1,1,1,1,1.29359,0.00308725,1,0,1,OSD-207,0,,,,1,9.0,1.29359,1.0,UP,False,False,False,True,flyhead,False,0,7.221,2596,C
22977,AKR7A3,1,1,1,1,1.29359,0.00308725,1,0,1,OSD-207,0,,,,1,9.0,1.29359,1.0,UP,False,False,False,True,flyhead,False,0,7.221,2597,C
340811,AKR1C8,1,1,1,1,1.29359,0.00308725,1,0,1,OSD-207,0,,,,1,9.0,1.29359,1.0,UP,False,False,False,True,flyhead,False,0,7.221,2598,C
246181,AKR7L,1,1,1,1,1.29293,3.96103e-16,0,1,1,OSD-207,0,,,,1,10.0,-1.29293,1.0,DOWN,False,False,False,True,flyhead,False,0,7.221,2599,C
55154,MSTO1,1,1,1,1,1.28929,5.19897e-07,1,0,1,OSD-207,0,,,,1,1.0,1.28929,1.0,UP,False,False,False,True,flyhead,False,0,7.219,2600,C
4245,MGAT1,1,1,1,1,1.2874,1.2719e-08,1,0,1,OSD-207,0,,,,1,1.0,1.2874,1.0,UP,False,False,False,True,flyhead,False,0,7.219,2601,C
64425,POLR1E,1,1,1,1,1.28538,5.64837e-06,1,0,1,OSD-207,0,,,,1,1.0,1.28538,1.0,UP,False,False,False,True,flyhead,False,0,7.218,2602,C
4212,MEIS2,1,1,1,1,1.28182,0.0170083,1,0,1,OSD-207,0,,,,1,11.0,1.28182,1.0,UP,False,False,False,True,flyhead,False,0,7.217,2603,C
5087,PBX1,1,1,1,1,1.28182,0.0170083,1,0,1,OSD-207,0,,,,1,11.0,1.28182,1.0,UP,False,False,False,True,flyhead,False,0,7.217,2604,C
5089,PBX2,1,1,1,1,1.28182,0.0170083,1,0,1,OSD-207,0,,,,1,11.0,1.28182,1.0,UP,False,False,False,True,flyhead,False,0,7.217,2605,C
5090,PBX3,1,1,1,1,1.28182,0.0170083,1,0,1,OSD-207,0,,,,1,11.0,1.28182,1.0,UP,False,False,False,True,flyhead,False,0,7.217,2606,C
5316,PKNOX1,1,1,1,1,1.28182,0.0170083,1,0,1,OSD-207,0,,,,1,11.0,1.28182,1.0,UP,False,False,False,True,flyhead,False,0,7.217,2607,C
7050,TGIF1,1,1,1,1,1.28182,0.0170083,1,0,1,OSD-207,0,,,,1,11.0,1.28182,1.0,UP,False,False,False,True,flyhead,False,0,7.217,2608,C
56917,MEIS3,1,1,1,1,1.28182,0.0170083,1,0,1,OSD-207,0,,,,1,11.0,1.28182,1.0,UP,False,False,False,True,flyhead,False,0,7.217,2609,C
60436,TGIF2,1,1,1,1,1.28182,0.0170083,1,0,1,OSD-207,0,,,,1,11.0,1.28182,1.0,UP,False,False,False,True,flyhead,False,0,7.217,2610,C
63876,PKNOX2,1,1,1,1,1.28182,0.0170083,1,0,1,OSD-207,0,,,,1,11.0,1.28182,1.0,UP,False,False,False,True,flyhead,False,0,7.217,2611,C
80714,PBX4,1,1,1,1,1.28182,0.0170083,1,0,1,OSD-207,0,,,,1,11.0,1.28182,1.0,UP,False,False,False,True,flyhead,False,0,7.217,2612,C
4617,MYF5,1,1,1,1,1.28057,0.00688617,0,1,1,OSD-207,0,,,,1,4.0,-1.28057,1.0,DOWN,False,False,False,True,flyhead,False,0,7.216,2613,C
4618,MYF6,1,1,1,1,1.28057,0.00688617,0,1,1,OSD-207,0,,,,1,4.0,-1.28057,1.0,DOWN,False,False,False,True,flyhead,False,0,7.216,2614,C
4654,MYOD1,1,1,1,1,1.28057,0.00688617,0,1,1,OSD-207,0,,,,1,4.0,-1.28057,1.0,DOWN,False,False,False,True,flyhead,False,0,7.216,2615,C
4656,MYOG,1,1,1,1,1.28057,0.00688617,0,1,1,OSD-207,0,,,,1,4.0,-1.28057,1.0,DOWN,False,False,False,True,flyhead,False,0,7.216,2616,C
4702,NDUFA8,1,1,1,1,1.2792,8.85949e-11,0,1,1,OSD-207,0,,,,1,1.0,-1.2792,1.0,DOWN,False,False,False,True,flyhead,False,0,7.216,2617,C
79933,SYNPO2L,1,1,1,1,1.27555,3.70227e-07,0,1,1,OSD-207,0,,,,1,3.0,-1.27555,1.0,DOWN,False,False,False,True,flyhead,False,0,7.214,2618,C
64518,TEKT3,1,1,1,1,1.27465,0.0102912,1,0,1,OSD-207,0,,,,1,2.0,1.27465,1.0,UP,False,False,False,True,flyhead,False,0,7.214,2619,C
146279,TEKT5,1,1,1,1,1.27465,0.0102912,1,0,1,OSD-207,0,,,,1,2.0,1.27465,1.0,UP,False,False,False,True,flyhead,False,0,7.214,2620,C
36,ACADSB,1,1,1,1,1.27438,1.09443e-05,1,0,1,OSD-207,0,,,,1,1.0,1.27438,1.0,UP,False,False,False,True,flyhead,False,0,7.214,2621,C
3326,HSP90AB1,1,1,1,1,1.27263,9.06884e-05,0,1,1,OSD-207,0,,,,1,2.0,-1.27263,1.0,DOWN,False,False,False,True,flyhead,False,0,7.213,2622,C
64005,MYO1G,1,1,1,1,1.26976,0.00062601,1,0,1,OSD-207,0,,,,1,1.0,1.26976,1.0,UP,False,False,False,True,flyhead,False,0,7.212,2623,C
51751,HIGD1B,1,1,1,1,1.26973,0.000265086,1,0,1,OSD-207,0,,,,1,2.0,1.26973,1.0,UP,False,False,False,True,flyhead,False,0,7.212,2624,C
8435,SOAT2,1,1,1,1,1.26678,0.00317094,0,1,1,OSD-207,0,,,,1,2.0,-1.26678,1.0,DOWN,False,False,False,True,flyhead,False,0,7.211,2625,C
9665,MARF1,1,1,1,1,1.26658,0.00768992,1,0,1,OSD-207,0,,,,1,1.0,1.26658,1.0,UP,False,False,False,True,flyhead,False,0,7.211,2626,C
4547,MTTP,1,1,1,1,1.26595,6.62158e-05,1,0,1,OSD-207,0,,,,1,1.0,1.26595,1.0,UP,False,False,False,True,flyhead,False,0,7.211,2627,C
63967,CLSPN,1,1,1,1,1.26592,0.000949439,0,1,1,OSD-207,0,,,,1,1.0,-1.26592,1.0,DOWN,False,False,False,True,flyhead,False,0,7.21,2628,C
4838,NODAL,1,1,1,1,1.26453,0.00244166,1,0,1,OSD-207,0,,,,1,1.0,1.26453,1.0,UP,False,False,False,True,flyhead,False,0,7.21,2629,C
466,ATF1,1,1,1,1,1.25927,0.0245973,1,0,1,OSD-207,0,,,,1,9.0,1.25927,1.0,UP,False,False,False,True,flyhead,False,0,7.208,2630,C
1388,ATF6B,1,1,1,1,1.25927,0.0245973,1,0,1,OSD-207,0,,,,1,9.0,1.25927,1.0,UP,False,False,False,True,flyhead,False,0,7.208,2631,C
1390,CREM,1,1,1,1,1.25927,0.0245973,1,0,1,OSD-207,0,,,,1,9.0,1.25927,1.0,UP,False,False,False,True,flyhead,False,0,7.208,2632,C
10488,CREB3,1,1,1,1,1.25927,0.0245973,1,0,1,OSD-207,0,,,,1,9.0,1.25927,1.0,UP,False,False,False,True,flyhead,False,0,7.208,2633,C
22926,ATF6,1,1,1,1,1.25927,0.0245973,1,0,1,OSD-207,0,,,,1,9.0,1.25927,1.0,UP,False,False,False,True,flyhead,False,0,7.208,2634,C
64764,CREB3L2,1,1,1,1,1.25927,0.0245973,1,0,1,OSD-207,0,,,,1,9.0,1.25927,1.0,UP,False,False,False,True,flyhead,False,0,7.208,2635,C
84699,CREB3L3,1,1,1,1,1.25927,0.0245973,1,0,1,OSD-207,0,,,,1,9.0,1.25927,1.0,UP,False,False,False,True,flyhead,False,0,7.208,2636,C
90993,CREB3L1,1,1,1,1,1.25927,0.0245973,1,0,1,OSD-207,0,,,,1,9.0,1.25927,1.0,UP,False,False,False,True,flyhead,False,0,7.208,2637,C
148327,CREB3L4,1,1,1,1,1.25927,0.0245973,1,0,1,OSD-207,0,,,,1,9.0,1.25927,1.0,UP,False,False,False,True,flyhead,False,0,7.208,2638,C
9215,LARGE1,1,1,1,1,1.25909,6.6629e-05,1,0,1,OSD-207,0,,,,1,3.0,1.25909,1.0,UP,False,False,False,True,flyhead,False,0,7.208,2639,C
