sym,go,goLabel,ns
ADAM10,http://purl.obolibrary.org/obo/GO_0097060,synaptic membrane,Cellular Component
ADAM10,http://purl.obolibrary.org/obo/GO_0097197,tetraspanin-enriched microdomain,Cellular Component
ADAM10,http://purl.obolibrary.org/obo/GO_0098696,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,Biological Process
ADAM10,http://purl.obolibrary.org/obo/GO_0099173,postsynapse organization,Biological Process
ADAM10,http://purl.obolibrary.org/obo/GO_0099175,regulation of postsynapse organization,Biological Process
ADAM10,http://purl.obolibrary.org/obo/GO_0140249,protein catabolic process at postsynapse,Biological Process
ADAM10,http://purl.obolibrary.org/obo/GO_0140448,signaling receptor ligand precursor processing,Biological Process
ADAM10,http://purl.obolibrary.org/obo/GO_1901342,regulation of vasculature development,Biological Process
ADAM10,http://purl.obolibrary.org/obo/GO_1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0000139,Golgi membrane,Cellular Component
ADAM17,http://purl.obolibrary.org/obo/GO_0001666,response to hypoxia,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0002446,neutrophil mediated immunity,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0002467,germinal center formation,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0002532,production of molecular mediator involved in inflammatory response,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0002690,positive regulation of leukocyte chemotaxis,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0004175,endopeptidase activity,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0004222,metalloendopeptidase activity,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0005112,Notch binding,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0005138,interleukin-6 receptor binding,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0005178,integrin binding,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
ADAM17,http://purl.obolibrary.org/obo/GO_0005788,endoplasmic reticulum lumen,Cellular Component
ADAM17,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
ADAM17,http://purl.obolibrary.org/obo/GO_0006508,proteolysis,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0006509,membrane protein ectodomain proteolysis,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0007155,cell adhesion,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0007173,epidermal growth factor receptor signaling pathway,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0007219,Notch signaling pathway,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0007220,Notch receptor processing,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0008233,peptidase activity,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0008237,metallopeptidase activity,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0008284,positive regulation of cell population proliferation,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0009410,response to xenobiotic stimulus,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0009967,positive regulation of signal transduction,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0009986,cell surface,Cellular Component
ADAM17,http://purl.obolibrary.org/obo/GO_0010820,positive regulation of T cell chemotaxis,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0015629,actin cytoskeleton,Cellular Component
ADAM17,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
ADAM17,http://purl.obolibrary.org/obo/GO_0016324,apical plasma membrane,Cellular Component
ADAM17,http://purl.obolibrary.org/obo/GO_0016485,protein processing,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0016787,hydrolase activity,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0017124,SH3 domain binding,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0019955,cytokine binding,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0023061,signal release,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0030165,PDZ domain binding,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0030183,B cell differentiation,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0030307,positive regulation of cell growth,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0030335,positive regulation of cell migration,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0030512,negative regulation of transforming growth factor beta receptor signaling pathway,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0032496,response to lipopolysaccharide,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0032722,positive regulation of chemokine production,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0032760,positive regulation of tumor necrosis factor production,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0033025,regulation of mast cell apoptotic process,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0033077,T cell differentiation in thymus,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0033627,cell adhesion mediated by integrin,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0035313,"wound healing, spreading of epidermal cells",Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0042987,amyloid precursor protein catabolic process,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0043120,tumor necrosis factor binding,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0043536,positive regulation of blood vessel endothelial cell migration,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0045121,membrane raft,Cellular Component
ADAM17,http://purl.obolibrary.org/obo/GO_0045742,positive regulation of epidermal growth factor receptor signaling pathway,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0046872,metal ion binding,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0048536,spleen development,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0048870,cell motility,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0050830,defense response to Gram-positive bacterium,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0070573,metallodipeptidase activity,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_0071403,cellular response to high density lipoprotein particle stimulus,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0071679,commissural neuron axon guidance,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0120163,negative regulation of cold-induced thermogenesis,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0140447,cytokine precursor processing,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_0140448,signaling receptor ligand precursor processing,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_1900087,positive regulation of G1/S transition of mitotic cell cycle,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_1902945,metalloendopeptidase activity involved in amyloid precursor protein catabolic process,Molecular Function
ADAM17,http://purl.obolibrary.org/obo/GO_1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,Biological Process
ADAM17,http://purl.obolibrary.org/obo/GO_1905564,positive regulation of vascular endothelial cell proliferation,Biological Process
ADAMTS2,http://purl.obolibrary.org/obo/GO_0004222,metalloendopeptidase activity,Molecular Function
ADAMTS2,http://purl.obolibrary.org/obo/GO_0005576,extracellular region,Cellular Component
ADAMTS2,http://purl.obolibrary.org/obo/GO_0006508,proteolysis,Biological Process
ADAMTS2,http://purl.obolibrary.org/obo/GO_0008233,peptidase activity,Molecular Function
ADAMTS2,http://purl.obolibrary.org/obo/GO_0008237,metallopeptidase activity,Molecular Function
ADAMTS2,http://purl.obolibrary.org/obo/GO_0008270,zinc ion binding,Molecular Function
ADAMTS2,http://purl.obolibrary.org/obo/GO_0016787,hydrolase activity,Molecular Function
ADAMTS2,http://purl.obolibrary.org/obo/GO_0030198,extracellular matrix organization,Biological Process
ADAMTS2,http://purl.obolibrary.org/obo/GO_0030199,collagen fibril organization,Biological Process
ADAMTS2,http://purl.obolibrary.org/obo/GO_0030574,collagen catabolic process,Biological Process
ADAMTS2,http://purl.obolibrary.org/obo/GO_0031012,extracellular matrix,Cellular Component
ADAMTS2,http://purl.obolibrary.org/obo/GO_0046872,metal ion binding,Molecular Function
ADAMTS4,http://purl.obolibrary.org/obo/GO_0001501,skeletal system development,Biological Process
ADAMTS4,http://purl.obolibrary.org/obo/GO_0002020,protease binding,Molecular Function
ADAMTS4,http://purl.obolibrary.org/obo/GO_0004222,metalloendopeptidase activity,Molecular Function
ADAMTS4,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
ADAMTS4,http://purl.obolibrary.org/obo/GO_0005576,extracellular region,Cellular Component
ADAMTS4,http://purl.obolibrary.org/obo/GO_0005615,extracellular space,Cellular Component
ADAMTS4,http://purl.obolibrary.org/obo/GO_0006508,proteolysis,Biological Process
ADAMTS4,http://purl.obolibrary.org/obo/GO_0008233,peptidase activity,Molecular Function
ADAMTS4,http://purl.obolibrary.org/obo/GO_0008237,metallopeptidase activity,Molecular Function
ADAMTS4,http://purl.obolibrary.org/obo/GO_0008270,zinc ion binding,Molecular Function
ADAMTS4,http://purl.obolibrary.org/obo/GO_0016607,nuclear speck,Cellular Component
ADAMTS4,http://purl.obolibrary.org/obo/GO_0016787,hydrolase activity,Molecular Function
ADAMTS4,http://purl.obolibrary.org/obo/GO_0022617,extracellular matrix disassembly,Biological Process
ADAMTS4,http://purl.obolibrary.org/obo/GO_0030167,proteoglycan catabolic process,Biological Process
ADAMTS4,http://purl.obolibrary.org/obo/GO_0030198,extracellular matrix organization,Biological Process
ADAMTS4,http://purl.obolibrary.org/obo/GO_0031012,extracellular matrix,Cellular Component
ADAMTS4,http://purl.obolibrary.org/obo/GO_0046872,metal ion binding,Molecular Function
ADGRA3,http://purl.obolibrary.org/obo/GO_0004888,transmembrane signaling receptor activity,Molecular Function
ADGRA3,http://purl.obolibrary.org/obo/GO_0004930,G protein-coupled receptor activity,Molecular Function
ADGRA3,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
ADGRA3,http://purl.obolibrary.org/obo/GO_0007165,signal transduction,Biological Process
ADGRA3,http://purl.obolibrary.org/obo/GO_0007166,cell surface receptor signaling pathway,Biological Process
ADGRA3,http://purl.obolibrary.org/obo/GO_0007186,G protein-coupled receptor signaling pathway,Biological Process
ADGRA3,http://purl.obolibrary.org/obo/GO_0009897,external side of plasma membrane,Cellular Component
ADGRA3,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
ADK,http://purl.obolibrary.org/obo/GO_0000166,nucleotide binding,Molecular Function
ADK,http://purl.obolibrary.org/obo/GO_0003723,RNA binding,Molecular Function
ADK,http://purl.obolibrary.org/obo/GO_0004001,adenosine kinase activity,Molecular Function
ADK,http://purl.obolibrary.org/obo/GO_0004136,deoxyadenosine kinase activity,Molecular Function
ADK,http://purl.obolibrary.org/obo/GO_0005524,ATP binding,Molecular Function
ADK,http://purl.obolibrary.org/obo/GO_0005634,nucleus,Cellular Component
ADK,http://purl.obolibrary.org/obo/GO_0005654,nucleoplasm,Cellular Component
ADK,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
ADK,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
ADK,http://purl.obolibrary.org/obo/GO_0006144,purine nucleobase metabolic process,Biological Process
ADK,http://purl.obolibrary.org/obo/GO_0006166,purine ribonucleoside salvage,Biological Process
ADK,http://purl.obolibrary.org/obo/GO_0006170,dAMP biosynthetic process,Biological Process
ADK,http://purl.obolibrary.org/obo/GO_0009156,ribonucleoside monophosphate biosynthetic process,Biological Process
ADK,http://purl.obolibrary.org/obo/GO_0016301,kinase activity,Molecular Function
ADK,http://purl.obolibrary.org/obo/GO_0016740,transferase activity,Molecular Function
ADK,http://purl.obolibrary.org/obo/GO_0032261,purine nucleotide salvage,Biological Process
ADK,http://purl.obolibrary.org/obo/GO_0044209,AMP salvage,Biological Process
ADK,http://purl.obolibrary.org/obo/GO_0046872,metal ion binding,Molecular Function
ADK,http://purl.obolibrary.org/obo/GO_0110052,toxic metabolite repair,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0001540,amyloid-beta binding,Molecular Function
AGER,http://purl.obolibrary.org/obo/GO_0001774,microglial cell activation,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0001819,positive regulation of cytokine production,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0001891,phagocytic cup,Cellular Component
AGER,http://purl.obolibrary.org/obo/GO_0001914,regulation of T cell mediated cytotoxicity,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0003677,DNA binding,Molecular Function
AGER,http://purl.obolibrary.org/obo/GO_0003723,RNA binding,Molecular Function
AGER,http://purl.obolibrary.org/obo/GO_0004888,transmembrane signaling receptor activity,Molecular Function
AGER,http://purl.obolibrary.org/obo/GO_0005044,scavenger receptor activity,Molecular Function
AGER,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
AGER,http://purl.obolibrary.org/obo/GO_0005576,extracellular region,Cellular Component
AGER,http://purl.obolibrary.org/obo/GO_0005634,nucleus,Cellular Component
AGER,http://purl.obolibrary.org/obo/GO_0005769,early endosome,Cellular Component
AGER,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
AGER,http://purl.obolibrary.org/obo/GO_0006260,DNA replication,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0006281,DNA repair,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0006909,phagocytosis,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0006954,inflammatory response,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0006974,DNA damage response,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0007166,cell surface receptor signaling pathway,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0007611,learning or memory,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0008284,positive regulation of cell population proliferation,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0009611,response to wounding,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0009890,negative regulation of biosynthetic process,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0009986,cell surface,Cellular Component
AGER,http://purl.obolibrary.org/obo/GO_0010255,glucose mediated signaling pathway,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0014002,astrocyte development,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0016324,apical plasma membrane,Cellular Component
AGER,http://purl.obolibrary.org/obo/GO_0030054,cell junction,Cellular Component
AGER,http://purl.obolibrary.org/obo/GO_0030155,regulation of cell adhesion,Biological Process
AGER,http://purl.obolibrary.org/obo/GO_0030335,positive regulation of cell migration,Biological Process
