traitLabel,entrez,sym,weight,scoreType,method
amyloid-beta measurement,474354,LRRC18,1.59,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,56243,KIAA1217,3.07,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,6095,RORA,2.63,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,4680,CEACAM6,1.22,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,55170,PRMT6,1.92,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,55835,CENPJ,1.02,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,5799,PTPRN2,1.61,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,6555,SLC10A2,1.66,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,5090,PBX3,3.05,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,6238,RRBP1,1.03,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,7386,UQCRFS1,1.4,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,84912,SLC35B4,1.34,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9172,MYOM2,1.77,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,84135,UTP15,1.07,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,79784,MYH14,1.72,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9448,MAP4K4,2.01,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,6664,SOX11,1.22,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,84858,ZNF503,2.64,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9380,GRHPR,1.49,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9023,CH25H,1.1,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9141,PDCD5,1.14,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,8698,S1PR4,1.09,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,7368,UGT8,1.61,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,8631,SKAP1,2.23,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9197,SLC33A1,1.67,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,80205,CHD9,1.1,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,7422,VEGFA,2.13,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,6760,SS18,2.15,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,7479,WNT8B,1.29,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,80320,SP6,1.59,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,8988,HSPB3,1.04,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,91442,C19orf40,1.41,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,6616,SNAP25,1.46,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,80117,ARL14,1.16,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,6688,SPI1,1.02,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,84902,CEP89,1.5,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9663,LPIN2,2.36,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9950,GOLGA5,1.15,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,2d3881713a3846a59788,C20orf197,1.44,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9242,MSC,1.19,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,8538,BARX2,1.07,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,79090,TRAPPC6A,2.09,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,728215,FAM155A,2.29,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,83744,ZNF484,1.89,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,84541,KBTBD8,1.13,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,89884,LHX4,1.29,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,8553,BHLHE40,2.1,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9306,SOCS6,2.29,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,79822,ARHGAP28,2.2,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,83541,FAM110A,1.69,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9229,DLGAP1,1.23,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,6857,SYT1,1.55,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9902,MRC2,1.29,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,85365,ALG2,1.39,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,84466,MEGF10,1.44,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,6604,SMARCD3,1.73,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9933,KIAA0020,1.96,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,8767,RIPK2,3.17,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,84726,PRRC2B,1.04,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,90507,SCRN2,1.61,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,8533,COPS3,1.12,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,8507,ENC1,1.87,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,83893,SPATA16,1.74,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,83443,SF3B5,1.6,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,817,CAMK2D,1.75,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,919,CD247,1.36,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,85301,COL27A1,1.19,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,80309,SPHKAP,2.19,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,90506,LRRC46,1.56,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,8833,GMPS,1.96,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,79022,TMEM106C,2.13,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,91252,SLC39A13,1.07,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9844,ELMO1,1.24,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9839,ZEB2,2.4,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,79961,DENND2D,1.13,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,694,BTG1,1.12,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,81573,ANKRD13C,1.14,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,7026,NR2F2,1.83,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,7306,TYRP1,1.44,PIGEANCombinedScore,PIGEAN
amyloid-beta measurement,9875,URB1,2.1,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,1875,E2F5,1.14,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,3093,UBE2K,1.42,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,257160,RNF214,1.85,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,317781,DDX51,1.49,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,401466,C8orf59,1.08,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,23621,BACE1,1.01,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,64881,PCDH20,1.58,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,60485,SAV1,2.17,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,64067,NPAS3,1.73,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,6876,TAGLN,1.38,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,732,C8B,1.45,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,9159,PCSK7,1.85,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,90627,STARD13,1.32,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,83894,TTC29,1.79,PIGEANCombinedScore,PIGEAN
plasma beta-amyloid 1-40 measurement,79050,NOC4L,1.49,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,114134,SLC2A13,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,10529,NEBL,1.81,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,1139,CHRNA7,1.67,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,100126296,MIR298,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,1739,DLG1,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,10347,ABCA7,1.79,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,10418,SPON1,1.67,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,116449,CLNK,3.14,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,1801,DPH1,1.55,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,1944,EFNA3,1.43,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,1942,EFNA1,1.42,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,2043,EPHA4,1.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,10718,NRG3,2.9,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,1201,CLN3,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,102,ADAM10,1.32,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,2280,FKBP1A,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,124641,OVCA2,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,1454,CSNK1E,1.36,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,1378,CR1,3.85,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,1859,DYRK1A,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,10048,RANBP9,1.35,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,204219,CERS3,2.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,1718,DHCR24,1.36,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,10313,RTN3,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,1380,CR2,1.7,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,10452,TOMM40,1.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,10972,TMED10,1.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,20,ABCA2,1.45,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,125931,CEACAM20,2.48,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,146760,RTN4RL1,1.79,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,1191,CLU,6.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,177,AGER,1.42,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,341,APOC1,1.21,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,348,APOE,5.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,406901,MIR107,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,3845,KRAS,3.99,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,3034,HAL,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,407024,MIR29B1,1.76,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,406989,MIR206,1.47,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,406939,MIR147A,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,26574,AATF,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,27161,AGO2,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,442907,MIR339,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,406944,MIR153-1,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,2931,GSK3A,1.4,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,406982,MIR20A,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,407012,MIR24-1,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,23163,GGA3,1.76,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,4067,LYN,1.33,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,25825,BACE2,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,23551,RASD2,2.43,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,407021,MIR29A,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,406899,MIR106A,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,23385,NCSTN,1.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,406952,MIR17,1.47,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,3479,IGF1,1.66,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,4048,LTA4H,2.56,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,347731,LRRTM3,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,255426,RASGEF1C,2.73,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,3458,IFNG,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,406893,MIR101-1,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,407026,MIR29C,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,43,ACHE,1.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,274,BIN1,6.59,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,26119,LDLRAP1,1.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,406949,MIR15B,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,2319,FLOT2,1.77,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,23621,BACE1,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,406936,MIR144,1.47,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,29992,PILRA,2.59,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,3459,IFNGR1,1.33,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,2626,GATA4,1.35,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,442897,MIR323A,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,27065,NSG1,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,29990,PILRB,2.12,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,23607,CD2AP,3.3,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,2731,GLDC,2.83,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,406962,MIR186,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,388552,BLOC1S3,1.58,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,407035,MIR31,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,574476,MIR520C,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,5653,KLK6,1.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,6252,RTN1,1.66,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,6093,ROCK1,1.73,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,51435,SCARA3,1.49,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,5125,PCSK5,1.62,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,619556,MIR455,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,5074,PAWR,1.3,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,64168,NECAB1,1.33,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,4669,NAGLU,1.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,55063,ZCWPW1,1.14,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,56257,MEPCE,1.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,54550,NECAB2,1.35,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,4915,NTRK2,1.6,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,494323,MIR361,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,5970,RELA,1.39,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,55851,PSENEN,1.41,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,640,BLK,3.42,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,64231,MS4A6A,4.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,5300,PIN1,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,57787,MARK4,2.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,6253,RTN2,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,5621,PRNP,1.72,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,54103,GSAP,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,57142,RTN4,1.69,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,5664,PSEN2,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,5663,PSEN1,1.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,51107,APH1A,1.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,63941,NECAB3,1.35,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,9619,ABCG1,1.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,83594,NUDT12,2.42,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,83464,APH1B,1.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,7104,TM4SF4,2.32,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,6667,SP1,1.4,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,6646,SOAT1,1.35,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,90332,EXOC3L2,2.44,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,8301,PICALM,5.48,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,693229,MIR644A,1.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,6868,ADAM17,1.35,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,9001,HAP1,1.77,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,81618,ITM2C,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,836,CASP3,1.33,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,9475,ROCK2,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,7772,ZNF229,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,6653,SORL1,5.21,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,9445,ITM2B,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,83648,FAM167A,1.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,7124,TNF,1.44,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,79090,TRAPPC6A,1.56,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,9452,ITM2A,1.33,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,8728,ADAM19,1.35,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,9911,TMCC2,1.35,PIGEANCombinedScore,PIGEAN
Alzheimer's disease biomarker measurement,7733,ZNF180,2.43,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,1525,CXADR,2.88,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,22906,TRAK1,1.49,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,129303,TMEM150A,1.08,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,2047,EPHB1,2.58,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,10099,TSPAN3,1.76,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,170506,DHX36,2.9,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,140733,MACROD2,2.65,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,10713,USP39,1.26,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,10452,TOMM40,2.08,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,132320,SCLT1,2.21,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,129049,SGSM1,1.53,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,1387,CREBBP,3.0,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,132321,C4orf33,2.67,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,10776,ARPP19,1.95,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,1939,EIF2D,1.15,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,11278,KLF12,2.54,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,27075,TSPAN13,3.89,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,344758,GPR149,2.33,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,274,BIN1,3.07,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,283093,OR4C12,2.71,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,3898,LAD1,1.57,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,3127,HLA-DRB5,1.27,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,317754,POTED,2.52,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,3895,KTN1,2.62,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,444,ASPH,1.89,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,3123,HLA-DRB1,2.12,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,286183,NKAIN3,3.18,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,348,APOE,1.88,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,341,APOC1,1.71,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,346,APOC4,1.03,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,440822,PIWIL3,2.77,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,23528,ZNF281,2.67,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,344148,NCKAP5,2.67,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,28969,BZW2,1.18,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,388969,C2orf68,1.22,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,283953,TMEM114,2.84,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,25817,FAM19A5,2.62,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,4163,MCC,2.86,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,3676,ITGA4,2.81,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,3117,HLA-DQA1,1.44,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,57824,HMHB1,2.67,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,5789,PTPRD,3.23,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,5151,PDE8A,2.63,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,5099,PCDH7,2.32,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,640,BLK,4.07,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,57037,ANKMY2,1.16,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,55568,GALNT10,3.46,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,57829,ZP4,2.59,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,55733,HHAT,2.63,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,56204,FAM214A,2.64,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,54715,RBFOX1,2.48,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,54472,TOLLIP,2.95,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,50863,NTM,2.52,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,5819,PVRL2,1.3,PIGEANCombinedScore,PIGEAN
neurofibrillary tangles measurement,5101,PCDH9,2.38,PIGEANCombinedScore,PIGEAN
