go,goLabel,ns,k
http://purl.obolibrary.org/obo/GO_0000246,Delta24(24-1) sterol reductase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001541,ovarian follicle development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001554,luteolysis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001558,regulation of cell growth,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001823,mesonephros development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001914,regulation of T cell mediated cytotoxicity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001913,T cell mediated cytotoxicity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001895,retina homeostasis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001889,liver development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001885,endothelial cell development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001881,receptor recycling,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001875,lipopolysaccharide immune receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0001869,"negative regulation of complement activation, lectin pathway",Biological Process,1
http://purl.obolibrary.org/obo/GO_0001861,complement component C4b receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0001855,complement component C4b binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0001851,complement component C3b binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0001848,complement binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0001843,neural tube closure,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001782,B cell homeostasis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001573,ganglioside metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001779,natural killer cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001775,cell activation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001755,neural crest cell migration,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001732,formation of cytoplasmic translation initiation complex,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001704,formation of primary germ layer,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001701,in utero embryonic development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001680,tRNA 3'-terminal CCA addition,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001669,acrosomal vesicle,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0001664,G protein-coupled receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0001659,temperature homeostasis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001656,metanephros development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001654,eye development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0001578,microtubule bundle formation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003139,secondary heart field specification,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003150,muscular septum morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003163,sinoatrial node development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0005001,transmembrane receptor protein tyrosine phosphatase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005778,peroxisomal membrane,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005726,perichromatin fibrils,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005637,nuclear inner membrane,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005604,basement membrane,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005545,1-phosphatidylinositol binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005537,D-mannose binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005525,GTP binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005521,lamin binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005506,iron ion binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005501,retinoid binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005372,water transmembrane transporter activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005261,monoatomic cation channel activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005248,voltage-gated sodium channel activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005246,calcium channel regulator activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005245,voltage-gated calcium channel activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005230,extracellular ligand-gated monoatomic ion channel activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005160,transforming growth factor beta receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005157,macrophage colony-stimulating factor receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005154,epidermal growth factor receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005138,interleukin-6 receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005123,death receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005114,type II transforming growth factor beta receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005095,GTPase inhibitor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005080,protein kinase C binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005055,laminin receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005030,neurotrophin receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005024,transforming growth factor beta receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005006,epidermal growth factor receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005005,transmembrane-ephrin receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0005782,peroxisomal matrix,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005790,smooth endoplasmic reticulum,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005791,rough endoplasmic reticulum,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005979,regulation of glycogen biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0006366,transcription by RNA polymerase II,Biological Process,1
http://purl.obolibrary.org/obo/GO_0006364,rRNA processing,Biological Process,1
http://purl.obolibrary.org/obo/GO_0006337,nucleosome disassembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0006282,regulation of DNA repair,Biological Process,1
http://purl.obolibrary.org/obo/GO_0006259,DNA metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0006178,guanine salvage,Biological Process,1
http://purl.obolibrary.org/obo/GO_0006170,dAMP biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0006164,purine nucleotide biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0006144,purine nucleobase metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0006120,"mitochondrial electron transport, NADH to ubiquinone",Biological Process,1
http://purl.obolibrary.org/obo/GO_0006096,glycolytic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0006027,glycosaminoglycan catabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0005984,disaccharide metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0005978,glycogen biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0005793,endoplasmic reticulum-Golgi intermediate compartment,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005975,carbohydrate metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0005929,cilium,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005923,bicellular tight junction,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005915,zonula adherens,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005902,microvillus,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005901,caveola,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005884,actin filament,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005883,neurofilament,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005840,ribosome,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005828,kinetochore microtubule,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005814,centriole,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005811,lipid droplet,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005801,cis-Golgi network,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0005003,ephrin receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004998,transferrin receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0003165,Purkinje myocyte development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0004951,cholecystokinin receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004386,helicase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004329,formate-tetrahydrofolate ligase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004180,carboxypeptidase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004177,aminopeptidase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004136,deoxyadenosine kinase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004102,choline O-acetyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004064,arylesterase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004001,adenosine kinase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0003940,L-iduronidase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0003924,GTPase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0003908,methylated-DNA-[protein]-cysteine S-methyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0003785,actin monomer binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0003729,mRNA binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0003712,transcription coregulator activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0003707,nuclear steroid receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0003697,single-stranded DNA binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0003678,DNA helicase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0003407,neural retina development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003376,sphingosine-1-phosphate receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003229,ventricular cardiac muscle tissue development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003223,ventricular compact myocardium morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003214,cardiac left ventricle morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003211,cardiac ventricle formation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003203,endocardial cushion morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003185,sinoatrial valve morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003184,pulmonary valve morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003180,aortic valve morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0003170,heart valve development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0004402,histone acetyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004422,hypoxanthine phosphoribosyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004435,"phosphatidylinositol-4,5-bisphosphate phospholipase C activity",Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004709,MAP kinase kinase kinase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004896,cytokine receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004879,nuclear receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004877,complement component C3b receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004875,complement receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004866,endopeptidase inhibitor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004861,cyclin-dependent protein serine/threonine kinase inhibitor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004860,protein kinase inhibitor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004784,superoxide dismutase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004725,protein tyrosine phosphatase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004722,protein serine/threonine phosphatase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004721,phosphoprotein phosphatase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004715,non-membrane spanning protein tyrosine kinase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004712,protein serine/threonine/tyrosine kinase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004699,"diacylglycerol-dependent, calcium-independent serine/threonine kinase activity",Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004439,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004697,diacylglycerol-dependent serine/threonine kinase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004693,cyclin-dependent protein serine/threonine kinase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004683,calcium/calmodulin-dependent protein kinase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004658,propionyl-CoA carboxylase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004629,C-type glycerophospholipase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004601,peroxidase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004534,5'-3' RNA exonuclease activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004527,exonuclease activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004518,nuclease activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004517,nitric-oxide synthase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004488,methylenetetrahydrofolate dehydrogenase (NADP+) activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0004445,inositol-polyphosphate 5-phosphatase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0018026,peptidyl-lysine monomethylation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0018105,peptidyl-serine phosphorylation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046903,secretion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042645,mitochondrial nucleoid,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0042608,T cell receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0042593,glucose homeostasis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042589,zymogen granule membrane,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0042583,chromaffin granule,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0042582,azurophil granule,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0042572,retinol metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042475,odontogenesis of dentin-containing tooth,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042445,hormone metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042416,dopamine biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042382,paraspeckles,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0042327,positive regulation of phosphorylation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042297,vocal learning,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042273,ribosomal large subunit biogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042271,susceptibility to natural killer cell mediated cytotoxicity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042267,natural killer cell mediated cytotoxicity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042254,ribosome biogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042220,response to cocaine,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042177,negative regulation of protein catabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042176,regulation of protein catabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042159,lipoprotein catabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042117,monocyte activation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042116,macrophage activation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042104,positive regulation of activated T cell proliferation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042100,B cell proliferation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042059,negative regulation of epidermal growth factor receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042056,chemoattractant activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0038195,urokinase plasminogen activator signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0038188,cholecystokinin signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0038180,nerve growth factor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042609,CD4 receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0042659,regulation of cell fate specification,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043236,laminin binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0042730,fibrinolysis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043226,organelle,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0043209,myelin sheath,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0043200,response to amino acid,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043196,varicosity,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0043194,axon initial segment,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0043149,stress fiber assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043138,3'-5' DNA helicase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0043129,surfactant homeostasis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043121,neurotrophin binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0043116,negative regulation of vascular permeability,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043103,hypoxanthine salvage,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043034,costamere,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0043032,positive regulation of macrophage activation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043022,ribosome binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0043021,ribonucleoprotein complex binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0043015,gamma-tubulin binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0043014,alpha-tubulin binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0043008,ATP-dependent protein binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0042995,cell projection,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0042986,positive regulation of amyloid precursor protein biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042976,activation of Janus kinase activity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042953,lipoprotein transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042923,neuropeptide binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0042835,BRE binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0042834,peptidoglycan binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0042826,histone deacetylase binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0042780,tRNA 3'-end processing,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042776,proton motive force-driven mitochondrial ATP synthesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0042744,hydrogen peroxide catabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0038179,neurotrophin signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0038166,angiotensin-activated signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0038165,oncostatin-M-mediated signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0038156,interleukin-3-mediated signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035666,TRIF-dependent toll-like receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035655,interleukin-18-mediated signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035633,maintenance of blood-brain barrier,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035617,stress granule disassembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035606,peptidyl-cysteine S-trans-nitrosylation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035605,peptidyl-cysteine S-nitrosylase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0035591,signaling adaptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0035580,specific granule lumen,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0035543,positive regulation of SNARE complex assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035493,SNARE complex assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035357,peroxisome proliferator activated receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035334,"Notch receptor processing, ligand-independent",Biological Process,1
http://purl.obolibrary.org/obo/GO_0035333,"Notch receptor processing, ligand-dependent",Biological Process,1
http://purl.obolibrary.org/obo/GO_0035312,5'-3' DNA exonuclease activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0035295,tube development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035253,ciliary rootlet,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0035194,regulatory ncRNA-mediated post-transcriptional gene silencing,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035166,post-embryonic hemopoiesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035095,behavioral response to nicotine,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035061,interchromatin granule,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0035025,positive regulation of Rho protein signal transduction,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035020,regulation of Rac protein signal transduction,Biological Process,1
http://purl.obolibrary.org/obo/GO_0034756,regulation of iron ion transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0034713,type I transforming growth factor beta receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0034699,response to luteinizing hormone,Biological Process,1
http://purl.obolibrary.org/obo/GO_0034695,response to prostaglandin E,Biological Process,1
http://purl.obolibrary.org/obo/GO_0034633,retinol transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0034632,retinol transmembrane transporter activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0034620,cellular response to unfolded protein,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035696,monocyte extravasation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035725,sodium ion transmembrane transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035728,response to hepatocyte growth factor,Biological Process,1
http://purl.obolibrary.org/obo/GO_0036021,endolysosome lumen,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0038145,macrophage colony-stimulating factor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0038134,ERBB2-EGFR signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0038094,Fc-gamma receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0038083,peptidyl-tyrosine autophosphorylation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0038060,nitric oxide-cGMP-mediated signaling,Biological Process,1
http://purl.obolibrary.org/obo/GO_0038004,epidermal growth factor receptor ligand maturation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0036503,ERAD pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0036402,proteasome-activating activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0036337,Fas signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0036312,phosphatidylinositol 3-kinase regulatory subunit binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0036122,BMP binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0036120,cellular response to platelet-derived growth factor stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0000049,tRNA binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0036020,endolysosome membrane,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0035747,natural killer cell chemotaxis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0036019,endolysosome,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0036005,response to macrophage colony-stimulating factor,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035999,tetrahydrofolate interconversion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035987,endodermal cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035984,cellular response to trichostatin A,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035973,aggrephagy,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035964,COPI-coated vesicle budding,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035925,mRNA 3'-UTR AU-rich region binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0035909,aorta morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035902,response to immobilization stress,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035900,response to isolation stress,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035774,positive regulation of insulin secretion involved in cellular response to glucose stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0035754,B cell chemotaxis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043231,intracellular membrane-bounded organelle,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0043243,positive regulation of protein-containing complex disassembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0018107,peptidyl-threonine phosphorylation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046100,hypoxanthine metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046038,GMP catabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046007,negative regulation of activated T cell proliferation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045964,positive regulation of dopamine metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045963,negative regulation of dopamine metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045960,"positive regulation of complement activation, classical pathway",Biological Process,1
http://purl.obolibrary.org/obo/GO_0045959,"negative regulation of complement activation, classical pathway",Biological Process,1
http://purl.obolibrary.org/obo/GO_0045957,"negative regulation of complement activation, alternative pathway",Biological Process,1
http://purl.obolibrary.org/obo/GO_0045954,positive regulation of natural killer cell mediated cytotoxicity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045948,positive regulation of translational initiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045931,positive regulation of mitotic cell cycle,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045930,negative regulation of mitotic cell cycle,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045921,positive regulation of exocytosis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045920,negative regulation of exocytosis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045911,positive regulation of DNA recombination,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045879,negative regulation of smoothened signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045860,positive regulation of protein kinase activity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045840,positive regulation of mitotic nuclear division,Biological Process,1
