go,goLabel,ns,k
http://purl.obolibrary.org/obo/GO_0045824,negative regulation of innate immune response,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045823,positive regulation of heart contraction,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045820,negative regulation of glycolytic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045815,transcription initiation-coupled chromatin remodeling,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045814,"negative regulation of gene expression, epigenetic",Biological Process,1
http://purl.obolibrary.org/obo/GO_0045806,negative regulation of endocytosis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045776,negative regulation of blood pressure,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045773,positive regulation of axon extension,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045760,positive regulation of action potential,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045752,positive regulation of Toll signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045746,negative regulation of Notch signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045745,positive regulation of G protein-coupled receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046040,IMP metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046146,tetrahydrobiopterin metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043267,negative regulation of potassium ion transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046321,positive regulation of fatty acid oxidation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046902,regulation of mitochondrial membrane permeability,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046875,ephrin receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0046873,metal ion transmembrane transporter activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0046870,cadmium ion binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0046856,phosphatidylinositol dephosphorylation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046854,phosphatidylinositol phosphate biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046825,regulation of protein export from nucleus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046790,virion binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0046785,microtubule polymerization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046716,muscle cell cellular homeostasis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046686,response to cadmium ion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046677,response to antibiotic,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046653,tetrahydrofolate metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046628,positive regulation of insulin receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046627,negative regulation of insulin receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046623,sphingolipid floppase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0046620,regulation of organ growth,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046605,regulation of centrosome cycle,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046600,negative regulation of centriole replication,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046597,host-mediated suppression of symbiont invasion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046596,regulation of viral entry into host cell,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046579,positive regulation of Ras protein signal transduction,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046578,regulation of Ras protein signal transduction,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046449,creatinine metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046426,negative regulation of receptor signaling pathway via JAK-STAT,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046394,carboxylic acid biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046331,lateral inhibition,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046328,regulation of JNK cascade,Biological Process,1
http://purl.obolibrary.org/obo/GO_0046326,positive regulation of D-glucose import across plasma membrane,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045739,positive regulation of DNA repair,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045728,respiratory burst after phagocytosis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045727,positive regulation of translation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045725,positive regulation of glycogen biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0044782,cilium organization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0044754,autolysosome,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0044753,amphisome,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0044571,[2Fe-2S] cluster assembly,Biological Process,1
http://purl.obolibrary.org/obo/GO_0044344,cellular response to fibroblast growth factor stimulus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0044325,transmembrane transporter binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0044309,neuron spine,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0044224,juxtaparanode region of axon,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0043996,histone H4K8 acetyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0043995,histone H4K5 acetyltransferase activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0043922,host-mediated suppression of viral transcription,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043921,host-mediated perturbation of viral transcription,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043652,engulfment of apoptotic cell,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043627,response to estrogen,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043589,skin morphogenesis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043588,skin development,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043559,insulin binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0043542,endothelial cell migration,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043539,protein serine/threonine kinase activator activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0043515,kinetochore binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0043490,malate-aspartate shuttle,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043488,regulation of mRNA stability,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043473,pigmentation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043394,proteoglycan binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0043382,positive regulation of memory T cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043303,mast cell degranulation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043296,apical junction complex,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0043276,anoikis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0043268,positive regulation of potassium ion transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0044794,host-mediated activation of viral process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0044857,plasma membrane raft organization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045040,protein insertion into mitochondrial outer membrane,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045580,regulation of T cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045671,negative regulation of osteoclast differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045664,regulation of neuron differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045663,positive regulation of myoblast differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045656,negative regulation of monocyte differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045652,regulation of megakaryocyte differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045651,positive regulation of macrophage differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045638,negative regulation of myeloid cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045622,regulation of T-helper cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045602,negative regulation of endothelial cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045600,positive regulation of fat cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045598,regulation of fat cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045595,regulation of cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045582,positive regulation of T cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045576,mast cell activation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045053,protein retention in Golgi apparatus,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045541,negative regulation of cholesterol biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045540,regulation of cholesterol biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045454,cell redox homeostasis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045453,bone resorption,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045333,cellular respiration,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045321,leukocyte activation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045309,protein phosphorylated amino acid binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0045197,establishment or maintenance of epithelial cell apical/basal polarity,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045178,basal part of cell,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0045145,single-stranded DNA 5'-3' DNA exonuclease activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0045105,intermediate filament polymerization or depolymerization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045071,negative regulation of viral genome replication,Biological Process,1
http://purl.obolibrary.org/obo/GO_0045069,regulation of viral genome replication,Biological Process,1
http://purl.obolibrary.org/obo/GO_0034618,arginine binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0034617,tetrahydrobiopterin binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0034616,response to laminar fluid shear stress,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030593,neutrophil chemotaxis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030544,Hsp70 protein binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0030534,adult behavior,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030518,nuclear receptor-mediated steroid hormone signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030514,negative regulation of BMP signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030513,positive regulation of BMP signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030511,positive regulation of transforming growth factor beta receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030502,negative regulation of bone mineralization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030501,positive regulation of bone mineralization,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030485,smooth muscle contractile fiber,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0030449,regulation of complement activation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030346,protein phosphatase 2B binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0030332,cyclin binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0030330,"DNA damage response, signal transduction by p53 class mediator",Biological Process,1
http://purl.obolibrary.org/obo/GO_0030318,melanocyte differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030316,osteoclast differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030308,negative regulation of cell growth,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030301,cholesterol transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030296,protein tyrosine kinase activator activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0030291,protein serine/threonine kinase inhibitor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0030277,maintenance of gastrointestinal epithelium,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030247,polysaccharide binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0030235,nitric-oxide synthase regulator activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0030226,apolipoprotein receptor activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0030225,macrophage differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030224,monocyte differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030218,erythrocyte differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030215,semaphorin receptor binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0030211,heparin proteoglycan catabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030209,dermatan sulfate proteoglycan catabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030549,acetylcholine receptor activator activity,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0030660,Golgi-associated vesicle membrane,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0034614,cellular response to reactive oxygen species,Biological Process,1
http://purl.obolibrary.org/obo/GO_0030665,clathrin-coated vesicle membrane,Cellular Component,1
