gene,n_sources,sources,evidence_types,n_evidence_types,curated,genetic,differential,secondary_support,n_secondary,pigean_score,n_uniprot_variants,de_regions,de_direction,de_conflict,druggable,drugs,biotype,score,tier
COX7A1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
CRMP1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
CSPP1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
CSRNP2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
CTD-3092A11.2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
CTDSP2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
CUL1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
CWC27,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
CYBRD1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
CYLD,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
D4S234E,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DAD1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DAPK1-IT1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
DCTN3,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DCTN6,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DDIT4L,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
DDX39B,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
DDX42,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DDX59,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
DGCR5,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,1,0,,protein-coding,9.0,C
DGCR9,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,1,0,,protein-coding,9.0,C
DHRS7B,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DMAC1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DMAP1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DNAAF11,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DNAJA4,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DNM3,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DOP1A,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DOPEY1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DPP10-AS1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,non-coding RNA,9.0,C
DPP6,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DPY30,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DSTN,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DTD1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DYNC1H1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DYNC1I1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
DYNLL1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
ECHS1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EFR3B,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EHD3,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EHMT1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
EIF2AK1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EIF2B1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EIF3D,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EIF3G,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EIF3H,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EIF4H,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EIPR1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
ELF1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
ELL2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
ELOVL6,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EMC4,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EMX2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
EMX2OS,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
ENDOG,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
ENSA,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
ENTPD3,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EPB41L4B,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EPHB6,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EPT1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
ERBB2IP,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,non-coding RNA,9.0,C
ERBIN,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
ERICH3,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
ERLEC1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
ESF1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
EXOSC1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
EZR,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
FAM131A,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
FAM162A,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
FAM168B,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
FAM19A1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
FAM208A,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
FAM217B,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
FAM241B,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
FAM98B,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
FAT1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
FH,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
FIG4,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
FLOT1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
FN1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
FOXO1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
FTX,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
FUCA1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
FXNP2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
FXYD6,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GABBR1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GABRA1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GABRD,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GABRG1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
GAD1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GALNT15,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
GAS2L1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
GATM,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
GDA,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GGNBP2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GLIS1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,1,0,,protein-coding,9.0,C
GLIS3,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
GLO1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GLOD4,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GLS,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GNAS,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GNG3,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GOT2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GPATCH2L,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
GPNMB,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
GPR158,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GPRASP1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GRAMD2B,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
GRIA1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GSS,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GTF2E2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GUCY1B1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
GUCY1B3,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
HAX1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
HEY2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
HGNC:18790,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
HGNC:24955,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
HIKESHI,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
HIPK2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
HMP19,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
HN1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
HOPX,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
HSP90AB1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
HSPA12A,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
HSPA1A,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
HSPA2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
HSPA9,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
IARS,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
IARS1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
ID3,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
IDH3A,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
IFT22,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
IGFBP5,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
IK,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
IL13RA1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
IMPDH2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
IP6K2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
IQCA1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
IQSEC1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
IRAG1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
ITGB8,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
JAK1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
JPT1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
JUND,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
KANK1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
KANK2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
KAT2B,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
KAT6B,1,digcfdekg,genetic association,1,0,1,0,DE >=2 regions,1,1.33,0,2,up,0,0,,protein-coding,9.0,C
KBTBD11,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
KDELR2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
KIAA0513,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
KIAA1033,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
KIF3C,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
KIF5B,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
KIFAP3,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
KLF15,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
KLF2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
KLF3,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
KLHDC2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
LAMP2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
LARGE,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
LARGE1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
LATS2,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
LETMD1,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,down,0,0,,protein-coding,9.0,C
LGALS3,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,protein-coding,9.0,C
LINC00844,1,gene-expression-atlas-okn,differential molecular activity,1,0,0,1,DE >=2 regions,1,,0,3,up,0,0,,non-coding RNA,9.0,C
