gene,n_evidence_types,n_sources,evidence_types,sources,pigean_score,de_assays,de_direction,de_contexts,consensus_score,tier
IGHM,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,2.32,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
ATM,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,2.27,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',6,C
TLL1,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,2.27,,,,6,C
FGL2,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,2.15,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
RORA,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,2.1,,,,6,C
FRG1,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,2.09,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
NLRP3,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,2.05,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
PAX5,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,2.02,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
CDH3,2,2,curated_disease_gene|genetic_association,digcfdekg|spoke-okn,1.99,,,,6,C
CENPO,2,2,curated_disease_gene|genetic_association,digcfdekg|spoke-okn,1.96,,,,6,C
HAVCR2,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.96,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
HTR3A,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.94,,,,6,C
CD52,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.85,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
TAP1,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.85,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',6,C
FCER1G,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.83,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
RGCC,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.82,,,,6,C
AIM2,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.78,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
FOS,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.78,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
PRELID1,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.78,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
MYD88,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.77,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',6,C
DNMT3A,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.76,,,,6,C
COG6,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.75,,,,6,C
CAMK4,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.73,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
RREB1,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.71,,,,6,C
ARCN1,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.7,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',6,C
PLCL2,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.69,,,,6,C
HCK,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.66,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
IL1R1,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.64,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
TLR7,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.64,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
LRRC34,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.63,,,,6,C
MZB1,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.63,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
PTPN11,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.63,,,,6,C
GZMB,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.59,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
SLC9A8,2,2,curated_disease_gene|genetic_association,digcfdekg|spoke-okn,1.56,,,,6,C
EHMT2,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.56,,,,6,C
PDE4B,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.55,,,,6,C
MYNN,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.54,,,,6,C
PLEKHG1,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.52,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
LILRB2,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.5,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
H4C9,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.49,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
AGAP2,2,2,curated_disease_gene|genetic_association,digcfdekg|spoke-okn,1.45,,,,6,C
PYCARD,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.42,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
PARP15,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.41,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
CLEC10A,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.37,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
TTC28,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.37,,,,6,C
C2,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.35,,,,6,C
GTDC1,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.35,,,,6,C
NBN,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.35,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',6,C
MARCKS,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.34,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
SKAP2,2,2,curated_disease_gene|genetic_association,digcfdekg|spoke-okn,1.32,,,,6,C
FAM30A,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.32,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
CD38,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.31,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
HOXA1,2,2,curated_disease_gene|genetic_association,digcfdekg|spoke-okn,1.29,,,,6,C
TSPAN31,2,2,curated_disease_gene|genetic_association,digcfdekg|spoke-okn,1.28,,,,6,C
TYROBP,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.28,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
EBF1,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.27,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
METTL1,2,2,curated_disease_gene|genetic_association,digcfdekg|spoke-okn,1.24,,,,6,C
ALOX5,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.2,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
FPR2,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.2,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',6,C
IGSF23,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.2,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
LGALS1,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.2,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
ZHX3,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.2,,,,6,C
ETV6,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.13,,,,6,C
NCOR2,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.13,,,,6,C
NR4A3,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.13,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
PLEKHG5,2,2,curated_disease_gene|genetic_association,digcfdekg|spoke-okn,1.12,,,,6,C
ALDH1L1,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.12,,,,6,C
TNFRSF17,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.1,1.0,"{""up"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
IFI16,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.09,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',6,C
MYOM2,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.09,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
PXT1,2,2,curated_disease_gene|genetic_association,digcfdekg|spoke-okn,1.07,,,,6,C
CR1L,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.06,,,,6,C
ALDH2,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.05,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
TAP2,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.05,,,,6,C
PLAU,2,2,differential_expression|genetic_association,digcfdekg|gene-expression-atlas-okn,1.04,2.0,"{""down"": 2}","'multiple sclerosis' vs 'normal' in 'no physical activity program'; 'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
CRTAP,2,2,clinical_biomarker|genetic_association,biomarkerkg|digcfdekg,1.01,,,,6,C
TTC34,2,2,clinical_biomarker|curated_disease_gene,biomarkerkg|spoke-okn,,,,,6,C
ADCY3,2,2,clinical_biomarker|curated_disease_gene,biomarkerkg|spoke-okn,,,,,6,C
ALPK2,2,2,clinical_biomarker|curated_disease_gene,biomarkerkg|spoke-okn,,,,,6,C
RMI2,2,2,clinical_biomarker|curated_disease_gene,biomarkerkg|spoke-okn,,,,,6,C
PRXL2B,2,2,clinical_biomarker|curated_disease_gene,biomarkerkg|spoke-okn,,,,,6,C
CSF2,2,2,curated_disease_gene|pathway_go_membership,prokn|spoke-okn,,,,,6,C
SLC30A7,2,2,clinical_biomarker|curated_disease_gene,biomarkerkg|spoke-okn,,,,,6,C
JADE2,2,2,clinical_biomarker|curated_disease_gene,biomarkerkg|spoke-okn,,,,,6,C
DDAH1,2,2,curated_disease_gene|pathway_go_membership,prokn|spoke-okn,,,,,6,C
ZBTB38,2,2,clinical_biomarker|curated_disease_gene,biomarkerkg|spoke-okn,,,,,6,C
GFAP,2,2,curated_disease_gene|pathway_go_membership,prokn|spoke-okn,,,,,6,C
DKKL1,2,2,clinical_biomarker|curated_disease_gene,biomarkerkg|spoke-okn,,,,,6,C
IFNB1,2,2,curated_disease_gene|pathway_go_membership,prokn|spoke-okn,,,,,6,C
DIPK1A,2,2,clinical_biomarker|curated_disease_gene,biomarkerkg|spoke-okn,,,,,6,C
MBP,2,2,curated_disease_gene|pathway_go_membership,prokn|spoke-okn,,,,,6,C
NEFL,2,2,curated_disease_gene|pathway_go_membership,prokn|spoke-okn,,,,,6,C
INAVA,2,2,clinical_biomarker|curated_disease_gene,biomarkerkg|spoke-okn,,,,,6,C
BDNF,2,2,curated_disease_gene|pathway_go_membership,prokn|spoke-okn,,,,,6,C
ATXN2,2,2,curated_disease_gene|pathway_go_membership,prokn|spoke-okn,,,,,6,C
ADAMTSL1,2,2,clinical_biomarker|genetic_association_mri_endpoint,biomarkerkg|digcfdekg,,,,,6,C
CTRB2,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',6,C
FN1,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
FZD1,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
HACE1,2,2,clinical_biomarker|genetic_association_mri_endpoint,biomarkerkg|digcfdekg,,,,,6,C
KLF4,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
S100A4,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
S100A6,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
WLS,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
SCARF2,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""up"": 1}",'multiple sclerosis' vs 'normal' in 'no physical activity program',6,C
ATP1B1,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
CDC7,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
CDH17,2,2,clinical_biomarker|genetic_association_mri_endpoint,biomarkerkg|digcfdekg,,,,,6,C
MNDA,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
MSR1,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
PTGS1,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
SH3BP4,2,2,differential_expression|genetic_association_mri_endpoint,digcfdekg|gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
TET2-AS1,2,2,clinical_biomarker|differential_expression,biomarkerkg|gene-expression-atlas-okn,,1.0,"{""down"": 1}",'multiple sclerosis' vs 'normal',6,C
ZFHX3,2,2,clinical_biomarker|differential_expression,biomarkerkg|gene-expression-atlas-okn,,1.0,"{""down"": 1}","'multiple sclerosis; cerebrospinal fluid' vs 'neurological disease, non-inflammatory; cerebrospinal fluid'",6,C
LINC01934,2,2,clinical_biomarker|differential_expression,biomarkerkg|gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
SPEF2,2,2,clinical_biomarker|differential_expression,biomarkerkg|gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',6,C
CD5,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,8.56,,,,5,C
IRF8,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,7.38,,,,5,C
VCAM1,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,6.3,,,,5,C
ZFP36L2,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,5.26,,,,5,C
ICOS,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,4.93,,,,5,C
SLAMF6,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,4.86,,,,5,C
SYK,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,4.72,,,,5,C
FAS,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,4.25,,,,5,C
MAF,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,4.0,,,,5,C
PRKCQ,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,3.17,,,,5,C
TGFBR2,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,2.34,,,,5,C
COMMD10,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,2.09,,,,5,C
NDUFA9,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,1.65,,,,5,C
AKAP3,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,1.54,,,,5,C
PSMG1,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,1.33,,,,5,C
ADRBK1,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,1.23,,,,5,C
NUP98,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,1.1,,,,5,C
VAMP3,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,1.1,,,,5,C
ARL4C,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,1.09,,,,5,C
DYSF,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,1.08,,,,5,C
BRAF,2,1,genetic_association|genetic_association_mri_endpoint,digcfdekg,1.02,,,,5,C
CD28,1,1,genetic_association,digcfdekg,10.6,,,,3,C
HLA-A,1,1,genetic_association,digcfdekg,9.26,,,,3,C
CD27,1,1,genetic_association,digcfdekg,9.07,,,,3,C
SOCS1,1,1,genetic_association,digcfdekg,8.8,,,,3,C
TCF7,1,1,genetic_association,digcfdekg,8.65,,,,3,C
CD37,1,1,genetic_association,digcfdekg,7.88,,,,3,C
MYB,1,1,genetic_association,digcfdekg,7.69,,,,3,C
CARD11,1,1,genetic_association,digcfdekg,7.58,,,,3,C
RHOH,1,1,genetic_association,digcfdekg,7.39,,,,3,C
IRF4,1,1,genetic_association,digcfdekg,7.32,,,,3,C
NFKB1,1,1,genetic_association,digcfdekg,7.2,,,,3,C
HLA-DMA,1,1,genetic_association,digcfdekg,7.14,,,,3,C
SPI1,1,1,genetic_association,digcfdekg,7.11,,,,3,C
BCL10,1,1,genetic_association,digcfdekg,6.93,,,,3,C
TNFAIP3,1,1,genetic_association,digcfdekg,6.87,,,,3,C
EOMES,1,1,genetic_association,digcfdekg,6.67,,,,3,C
CXCR4,1,1,genetic_association,digcfdekg,6.49,,,,3,C
ITK,1,1,genetic_association,digcfdekg,6.39,,,,3,C
CTSH,1,1,genetic_association,digcfdekg,6.38,,,,3,C
TNFRSF14,1,1,genetic_association,digcfdekg,6.36,,,,3,C
PLEK,1,1,genetic_association,digcfdekg,6.35,,,,3,C
LY9,1,1,genetic_association,digcfdekg,6.21,,,,3,C
TBX21,1,1,genetic_association,digcfdekg,6.18,,,,3,C
IL12B,1,1,genetic_association,digcfdekg,5.97,,,,3,C
REL,1,1,genetic_association,digcfdekg,5.92,,,,3,C
