disease	disease_label	gene	gene_symbol	entrez	mondo
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9510	ADAMTS1	9510	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9518	GDF15	9518	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9547	CXCL14	9547	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9588	PRDX6	9588	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9636	ISG15	9636	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9681	DEPDC5	9681	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9757	KMT2B	9757	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9768	PCLAF	9768	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9787	DLGAP5	9787	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9824	ARHGAP11A	9824	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9829	DNAJC6	9829	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/983	CDK1	983	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9833	MELK	9833	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9837	GINS1	9837	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/990	CDC6	990	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/991	CDC20	991	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9920	KBTBD11	9920	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9928	KIF14	9928	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/995	CDC25C	995	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9965	FGF19	9965	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018533	undifferentiated carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/9971	NR1H4	9971	MONDO_0018533
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10	NAT2	10	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/100124700	HOTAIR	100124700	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/100126334	MIR885	100126334	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10024	TROAP	10024	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/100507436	MICA	100507436	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10112	KIF20A	10112	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1012	CDH13	1012	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1019	CDK4	1019	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10232	MSLN	10232	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1027	CDKN1B	1027	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1029	CDKN2A	1029	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10293	TRAIP	10293	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1031	CDKN2C	1031	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1033	CDKN3	1033	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10332	CLEC4M	10332	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10403	NDC80	10403	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10413	YAP1	10413	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10460	TACC3	10460	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10468	FST	10468	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10476	ATP5PD	10476	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10486	CAP2	10486	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1050	CEBPA	1050	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1051	CEBPB	1051	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1052	CEBPD	1052	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10533	ATG7	10533	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10537	UBD	10537	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/105416157	NKILA	105416157	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10553	HTATIP2	10553	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1058	CENPA	1058	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10584	COLEC10	10584	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1062	CENPE	1062	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1063	CENPF	1063	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10642	IGF2BP1	10642	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10643	IGF2BP3	10643	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1071	CETP	1071	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10788	IQGAP2	10788	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10855	HPSE	10855	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10894	LYVE1	10894	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10961	ERP29	10961	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10987	COPS5	10987	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/10990	LILRB5	10990	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/11004	KIF2C	11004	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/11065	UBE2C	11065	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/11082	ESM1	11082	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/11093	ADAMTS13	11093	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/11130	ZWINT	11130	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/11185	INMT	11185	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/113130	CDCA5	113130	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/11315	PARK7	11315	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/11318	GPR182	11318	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/11326	VSIG4	11326	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/114804	RNF157	114804	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/114990	VASN	114990	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/117145	THEM4	117145	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/118	ADD1	118	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/122953	JDP2	122953	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1230	CCR1	1230	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/127	ADH4	127	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/128239	IQGAP3	128239	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1306	COL15A1	1306	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1312	COMT	1312	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/131669	UROC1	131669	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1356	CP	1356	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/138009	DCAF4L2	138009	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1393	CRHBP	1393	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/139420	PPP4R3C	139420	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1401	CRP	1401	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/143941	TTC36	143941	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1464	CSPG4	1464	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/146909	KIF18B	146909	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/147372	CCBE1	147372	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/148	ADRA1A	148	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1499	CTNNB1	1499	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/150468	CKAP2L	150468	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1509	CTSD	1509	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/151	ADRA2B	151	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1540	CYLD	1540	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1543	CYP1A1	1543	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1544	CYP1A2	1544	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1555	CYP2B6	1555	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1558	CYP2C8	1558	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1571	CYP2E1	1571	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/157313	CDCA2	157313	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1579	CYP4A11	1579	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1586	CYP17A1	1586	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1621	DBH	1621	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1634	DCN	1634	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1636	ACE	1636	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1646	AKR1C2	1646	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/168667	BMPER	168667	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/169611	OLFML2A	169611	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/170392	OIT3	170392	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/170712	COX7B2	170712	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/174	AFP	174	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1776	DNASE1L3	1776	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1806	DPYD	1806	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1827	RCAN1	1827	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1869	E2F1	1869	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1893	ECM1	1893	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1894	ECT2	1894	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1950	EGF	1950	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1951	CELSR3	1951	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1956	EGFR	1956	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1958	EGR1	1958	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/1959	EGR2	1959	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/196528	ARID2	196528	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/197358	NLRC3	197358	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2	A2M	2	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2023	ENO1	2023	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2052	EPHX1	2052	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2056	EPO	2056	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2064	ERBB2	2064	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2099	ESR1	2099	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2108	ETFA	2108	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2146	EZH2	2146	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2147	F2	2147	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2171	FABP5	2171	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2177	FANCD2	2177	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2182	ACSL4	2182	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2194	FASN	2194	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/220134	SKA1	220134	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2203	FBP1	2203	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/221150	SKA3	221150	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2220	FCN2	2220	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2222	FDFT1	2222	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2248	FGF3	2248	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2249	FGF4	2249	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2263	FGFR2	2263	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/22822	PHLDA1	22822	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/22849	CPEB3	22849	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/22937	SCAP	22937	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/22974	TPX2	22974	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/22994	CEP131	22994	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2305	FOXM1	2305	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/23397	NCAPH	23397	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2353	FOS	2353	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2354	FOSB	2354	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/24137	KIF4A	24137	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2475	MTOR	2475	MONDO_0018534
http://purl.obolibrary.org/obo/MONDO_0018534	squamous cell carcinoma of liver and intrahepatic biliary tract	http://identifiers.org/ncbigene/2563	GABRD	2563	MONDO_0018534
