humanSymbol	symbol	hEntrez	direction	l2fc_WT	p_WT	l2fc_KO	p_KO	n_arms	both_samedir	nrf2_dependent	bone_role	bone_evidence	digcfde_bonecat	rdkg_pheno	osteoarthritis	specificity	nTissues	priority	tier
HYAL1	Hyal1	3373	↓	-0.550737	0.0470039			1		False		gwas_bmd	BMD		False			21.7	C
PHB1	Phb1	5245	↑	0.550212	0.000329073			1		False		gwas_bmd	BMD		False			21.7	C
RPS7	Rps7	6201	↑	0.538606	0.0182259			1		False		gwas_bmd	BMD		False			21.6	C
RAB11FIP4	Rab11fip4	84440	↑	0.528162	0.0222844			1		False		gwas_bmd	BMD		False			21.5	C
UQCRHL	Uqcrh	440567	↑	0.525228	0.007629			1		False		gwas_bmd	BMD		False			21.5	C
FLT1	Flt1	2321	↓	-0.522235	0.0244046			1		False		gwas_bmd	BMD		False			21.5	C
TNFRSF13C	Tnfrsf13c	115650	↓	-0.51718	0.0232614			1		False		gwas_bmd	BMD		False			21.4	C
TIMM22	Timm22	29928	↑	0.501234	0.0120737			1		False		gwas_bmd	BMD		False			21.3	C
SLC35F5	Slc35f5	80255	↑	0.490069	0.00949177			1		False		gwas_bmd	BMD		False			21.3	C
SERPINA3	Serpina3g	12	↑	0.484535	0.0216655			1		False		gwas_bmd	BMD		False			21.2	C
C9orf64	2210016F16Rik	84267	↑	0.476756	7.72351e-05			1		False		gwas_bmd	BMD		False			21.2	C
HINT1	Hint1	3094	↑	0.471199	0.00930206			1		False		gwas_bmd	BMD		False			21.1	C
CEP72	Cep72	55722	↓	-0.466365	0.0265122			1		False		gwas_bmd	BMD		False			21.1	C
FYCO1	Fyco1	79443	↓	-0.446504	0.0097865			1		False		gwas_bmd	BMD		False			21.0	C
TOMM20	Tomm20	9804	↑	0.446053	0.0226447			1		False		gwas_bmd	BMD		False			21.0	C
DUSP10	Dusp10	11221	↓	-0.44261	0.00309884			1		False		gwas_bmd	BMD		False			21.0	C
DIAPH3	Diaph3	81624	↓	-0.44129	0.00789584			1		False		gwas_bmd	BMD		False			20.9	C
HDAC9	Hdac9	9734	↓	-0.435031	0.0444579			1		False		gwas_bmd	BMD		False			20.9	C
HERC2	Herc2	8924	↓	-0.430071	0.00821011			1		False		gwas_bmd	BMD		False			20.9	C
ZNRD2	Znrd2	10534	↑	0.416394	0.0269017			1		False		gwas_bmd	BMD		False			20.8	C
LYSMD3	Lysmd3	116068	↑	0.414683	0.00707803			1		False		gwas_bmd	BMD		False			20.8	C
SPI1	Spi1	6688	↑	0.412046	0.00515406			1		False		gwas_bmd	BMD		False			20.7	C
LPCAT2	Lpcat2	54947	↑	0.408061	0.0182664			1		False		gwas_bmd	BMD		False			20.7	C
PSMD13	Psmd13	5719	↑	0.407715	0.000100162			1		False		gwas_bmd	BMD		False			20.7	C
ZEB2	Zeb2	9839	↓	-0.399715	0.0468412			1		False		gwas_bmd	BMD		False			20.7	C
ATP6V1A	Atp6v1a	523	↑	0.394825	0.0286024			1		False		gwas_bmd	BMD		False			20.6	C
ACOT7	Acot7	11332	↑	0.390181	0.0123111			1		False		gwas_bmd	BMD		False			20.6	C
TMEM208	Tmem208	29100	↑	0.387635	0.0100275			1		False		gwas_bmd	BMD		False			20.6	C
P4HB	P4hb	5034	↑	0.37963	0.00913162			1		False		gwas_bmd	BMD|OI		False			20.5	C
EPB41L2	Epb41l2	2037	↓	-0.37789	0.0309997			1		False		gwas_bmd	BMD		False			20.5	C
NCF4	Ncf4	4689	↑	0.377068	0.00615602			1		False		gwas_bmd	BMD		False			20.5	C
GADD45B	Gadd45b	4616	↑	0.373247	0.0222168			1		False		gwas_bmd	BMD		False			20.5	C
LRBA	Lrba	987	↓	-0.369458	0.0172275			1		False		gwas_bmd	BMD		False			20.5	C
CRELD2	Creld2	79174	↑	0.367568	0.00755189			1		False		gwas_bmd	BMD		False			20.5	C
ASB3|GPR75-ASB3	Asb3	100302652	↑	0.367468	0.012757			1		False		gwas_bmd	BMD		False			20.4	C
PRKRA	Prkra	8575	↑	0.363555	0.00745527			1		False		gwas_bmd	BMD		False			20.4	C
RRAS2	Rras2	22800	↑	0.362787	0.00648911			1		False		gwas_bmd	BMD		False			20.4	C
ACAT1	Acat1	38	↑	0.358712	0.00163503			1		False		gwas_bmd	BMD		False			20.4	C
RBM6	Rbm6	10180	↓	-0.356974	0.00710228			1		False		gwas_bmd	BMD		True			20.4	C
MON1A	Mon1a	84315	↑	0.35625	0.018199			1		False		gwas_bmd	BMD		False			20.4	C
ASB7	Asb7	140460	↑	0.355156	0.0119744			1		False		gwas_bmd	BMD		False			20.4	C
CASP3	Casp3	836	↑	0.34506	2.59482e-05			1		False		gwas_bmd	BMD		False			20.3	C
FAM174A	Fam174a	345757	↑	0.342961	0.0201172			1		False		gwas_bmd	BMD		False			20.3	C
FRAT1	Frat1	10023	↑	0.320667	0.0202012			1		False		gwas_bmd	BMD		False			20.1	C
ANP32E	Anp32e	81611	↓	-0.319065	0.0225689			1		False		gwas_bmd	BMD		False			20.1	C
PDCD10	Pdcd10	11235	↑	0.318979	0.0377549			1		False		gwas_bmd	BMD		False			20.1	C
ITPA	Itpa	3704	↑	0.318271	0.0497049			1		False		gwas_bmd	BMD		False			20.1	C
MAX	Max	4149	↑	0.306638	0.0170117			1		False		gwas_bmd	BMD		False			20.0	C
FKBP8	Fkbp8	23770	↑	0.305128	0.00317061			1		False		gwas_bmd	BMD		False			20.0	C
SPPL2A	Sppl2a	84888	↑	0.295791	0.00457918			1		False		gwas_bmd	BMD		False			20.0	C
TLE5	Tle5	166	↑	0.290524	0.0076895			1		False		gwas_bmd	BMD		False			19.9	C
WDR5	Wdr5	11091	↑	0.289105	0.00386147			1		False		gwas_bmd	BMD		False			19.9	C
CDCA7	Cdca7	83879	↑	0.288869	0.0077534			1		False		gwas_bmd	BMD		False			19.9	C
EMSY	Emsy	56946	↓	-0.287688	0.0189388			1		False		gwas_bmd	BMD		False			19.9	C
CTCF	Ctcf	10664	↓	-0.282284	0.000798613			1		False		gwas_bmd	BMD		False			19.9	C
ZNRF2	Znrf2	223082	↑	0.280418	0.0208004			1		False		gwas_bmd	BMD		False			19.9	C
PTPN12	Ptpn12	5782	↑	0.277967	0.00705173			1		False		gwas_bmd	BMD		False			19.9	C
SRSF11	Srsf11	9295	↓	-0.257665	0.0256998			1		False		gwas_bmd	BMD		False			19.7	C
GATAD1	Gatad1	57798	↑	0.256224	0.0165223			1		False		gwas_bmd	BMD		False			19.7	C
SLC26A2	Slc26a2	1836	↓	-0.25332	0.0192947			1		False		gwas_bmd	BMD		False			19.7	C
FUT8	Fut8	2530	↑	0.24809	0.0299768			1		False		gwas_bmd	BMD		False			19.7	C
PSMC3	Psmc3	5702	↑	0.246292	0.0188756			1		False		gwas_bmd	BMD		False			19.6	C
SMC3	Smc3	9126	↓	-0.246261	0.034965			1		False		gwas_bmd	BMD		False			19.6	C
CCT5	Cct5	22948	↑	0.243088	0.0404416			1		False		gwas_bmd	BMD		False			19.6	C
CCZ1B	Ccz1	221960	↑	0.236227	0.00619994			1		False		gwas_bmd	BMD		False			19.6	C
CCZ1	Ccz1	51622	↑	0.236227	0.00619994			1		False		gwas_bmd	BMD		False			19.6	C
CCM2	Ccm2	83605	↑	0.234498	0.0252661			1		False		gwas_bmd	BMD		False			19.6	C
ADO	Ado	84890	↑	0.217548	0.0257584			1		False		gwas_bmd	BMD		False			19.5	C
SMURF2	Smurf2	64750	↑	0.211416	0.0219954			1		False		gwas_bmd	BMD		False			19.4	C
TOP1	Top1	7150	↓	-0.192393	0.0151293			1		False		gwas_bmd	BMD		False			19.3	C
MYG1	Myg1	60314	↑	0.296477	0.0195388	-0.304991	0.0179377	2	False	False		gwas_strong	BMD|osteoporosis		False			17.0	B
ARFGAP2	Arfgap2	84364	↑	0.214419	0.0102495	-0.266186	0.00149845	2	False	False		gwas_strong	BMD|fracture		False			16.8	B
HLA-A	H2-Q10	3105	↑	0.692279	2.43724e-05	-0.625796	0.00149378	2	False	False		gwas_bmd	BMD		False			12.6	C
