assay,gene,symbol,organism,taxonomy,log2fc,adj_p,osd,tissue,entrez
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100163,Pafah2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.07939,4.6151e-05,OSD-770,soleus,100163
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100270744,Btbd18,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.98165,0.0478733,OSD-770,soleus,100270744
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-105-cfde96b31f3c39139e213c293fde11e0,http://www.ncbi.nlm.nih.gov/gene/100294583,Alkal2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.16493,0.00197099,OSD-105,tibialis anterior,100294583
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100303644,C130080G10Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.64607,0.0256563,OSD-770,soleus,100303644
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/100303732,Zfp967,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.50928,0.000133325,OSD-99,EDL,100303732
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100303751,Snora31,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.44955,0.0392253,OSD-666,quadriceps femoris,100303751
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-422-c44d743ac966082af0d193a0b7258e3e,http://www.ncbi.nlm.nih.gov/gene/100365935,Cep85l,Rattus norvegicus,http://purl.obolibrary.org/obo/NCBITaxon_10116,1.96818,1.31421e-05,OSD-422,gastrocnemius,100365935
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100381209,Gm17823,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.12098,0.000502485,OSD-666,quadriceps femoris,100381209
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/100381209,Gm17823,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.6288,0.000633619,OSD-576,tibialis anterior,100381209
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/100381209,Gm17823,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.07599,0.000189468,OSD-665,EDL,100381209
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/100382,AW011738,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.03882,1.79224e-14,OSD-690,bone marrow,100382
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/100415978,Gm17849,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.05856,1.5315e-05,OSD-690,bone marrow,100415978
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100416105,Gm16270,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.63029,0.00225834,OSD-770,soleus,100416105
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100416105,Gm16270,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.97285,0.0309569,OSD-666,quadriceps femoris,100416105
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100416138,Gm17936,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.50958,4.892e-05,OSD-770,soleus,100416138
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-103-f007f036b41857967d769f4df2450e35,http://www.ncbi.nlm.nih.gov/gene/100416214,Gm17971,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.05868,0.0215811,OSD-103,quadriceps femoris,100416214
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100416257,Gm12383,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.08064,0.0118549,OSD-770,soleus,100416257
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100416276,Gm17040,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.37694,0.00135975,OSD-666,quadriceps femoris,100416276
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/100416276,Gm17040,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.10613,0.0181351,OSD-665,EDL,100416276
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/100416291,Gm15712,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.01504,0.0275554,OSD-690,bone marrow,100416291
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/100416291,Gm15712,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.3635,0.00367207,OSD-104,soleus,100416291
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100416307,Gm18025,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.85632,0.00405451,OSD-770,soleus,100416307
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/100416355,Gm18066,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.80316,0.00419006,OSD-104,soleus,100416355
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100416355,Gm18066,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.80431,3.43044e-15,OSD-770,soleus,100416355
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/100416355,Gm18066,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.38629,0.00336772,OSD-665,EDL,100416355
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/100416358,Gm18068,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.18645,0.0299598,OSD-104,soleus,100416358
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/100416382,Gm18087,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.16257,1.45822e-07,OSD-690,bone marrow,100416382
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/100416477,Zfp582,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.68075,0.0223,OSD-690,bone marrow,100416477
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100416799,Gm18260,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.41884,0.0489244,OSD-770,soleus,100416799
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100416801,Gm18262,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.02212,0.00449132,OSD-770,soleus,100416801
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100416801,Gm18262,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.22881,0.00179808,OSD-666,quadriceps femoris,100416801
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100416870,Gm13521,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.00738,0.00501134,OSD-770,soleus,100416870
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/100416870,Gm13521,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.36109,0.0189938,OSD-576,tibialis anterior,100416870
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100416885,Gm18303,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.31667,0.0225542,OSD-666,quadriceps femoris,100416885
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/100416885,Gm18303,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.47797,0.0334283,OSD-576,tibialis anterior,100416885
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100416956,Pnma6e,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.89282,0.0438278,OSD-770,soleus,100416956
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100417294,Gm17230,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.06641,0.0249237,OSD-770,soleus,100417294
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100417476,Gm15789,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.37595,0.0260385,OSD-666,quadriceps femoris,100417476
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100417514,Adh6b,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.68377,0.0332721,OSD-770,soleus,100417514
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100417558,Gm12388,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.41742,0.017574,OSD-770,soleus,100417558
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100417620,Gm18719,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.99738,0.0198842,OSD-770,soleus,100417620
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100417643,Gm5605,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.05597,0.01244,OSD-770,soleus,100417643
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100417746,Gm18801,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.48438,0.00354563,OSD-770,soleus,100417746
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-f82a89dc82f2903149d2d11cbd6a130d,http://www.ncbi.nlm.nih.gov/gene/100417761,Gm18811,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.62969,2.58962e-05,OSD-690,bone marrow,100417761
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/100417829,Gvin-ps2,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.2004,0.00196856,OSD-576,tibialis anterior,100417829
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/100417831,Gvin-ps4,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.18052,0.00139172,OSD-665,EDL,100417831
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/100417831,Gvin-ps4,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.29084,0.0362747,OSD-576,tibialis anterior,100417831
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100417958,Gm14828,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.80287,0.019809,OSD-770,soleus,100417958
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100417977,Gm16077,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.66106,0.0239783,OSD-770,soleus,100417977
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100418038,Gm18960,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.96522,0.000194228,OSD-770,soleus,100418038
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100418123,Gm19016,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.2252,0.0369711,OSD-770,soleus,100418123
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100418225,Gm19082,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.39684,0.0273389,OSD-770,soleus,100418225
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100418299,Gm19127,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.42766,0.0399038,OSD-770,soleus,100418299
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100418317,Gm16107,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.66897,0.0461537,OSD-770,soleus,100418317
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100418478,Gm19236,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.24091,0.009048,OSD-770,soleus,100418478
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100418480,Gm19238,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-2.50799,0.0273489,OSD-666,quadriceps femoris,100418480
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100502636,Gm19299,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.53704,0.000538494,OSD-666,quadriceps femoris,100502636
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-690-d89cbb20c4b7855f3f955e4adbb6515d,http://www.ncbi.nlm.nih.gov/gene/100502662,Pira2-ps1,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.31609,0.00732894,OSD-690,bone marrow,100502662
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/100502734,Gm16023,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.51767,0.00575102,OSD-99,EDL,100502734
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100502745,2900009J06Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.06814,0.00642062,OSD-770,soleus,100502745
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/100502846,Gm19410,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.9116,2.2697e-17,OSD-104,soleus,100502846
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-99-69f6c3ba8382c8668e921659326759d7,http://www.ncbi.nlm.nih.gov/gene/100502846,Gm19410,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.32469,3.40789e-07,OSD-99,EDL,100502846
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100502846,Gm19410,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.27838,1.70341e-12,OSD-770,soleus,100502846
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100502846,Gm19410,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.46271,1.47835e-05,OSD-666,quadriceps femoris,100502846
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-105-cfde96b31f3c39139e213c293fde11e0,http://www.ncbi.nlm.nih.gov/gene/100502868,Gm20597,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.37939,9.73623e-06,OSD-105,tibialis anterior,100502868
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-103-f007f036b41857967d769f4df2450e35,http://www.ncbi.nlm.nih.gov/gene/100502868,Gm20597,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.15776,0.00135966,OSD-103,quadriceps femoris,100502868
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/100502985,Gm10814,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.3868,0.00058228,OSD-104,soleus,100502985
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100503007,Gm19500,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.34644,0.00157089,OSD-770,soleus,100503007
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100503019,Gm16551,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,2.33499,0.0437752,OSD-770,soleus,100503019
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100503021,Gm19510,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.48684,0.00766791,OSD-770,soleus,100503021
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-326-0fc1dbed094071ca1f2f41bddd0ac5a7,http://www.ncbi.nlm.nih.gov/gene/100503041,Pdzd7,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.14998,0.0208275,OSD-326,quadriceps femoris,100503041
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/100503041,Pdzd7,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.32206,2.50763e-06,OSD-665,EDL,100503041
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100503041,Pdzd7,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.23678,1.02456e-05,OSD-666,quadriceps femoris,100503041
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/100503041,Pdzd7,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.12592,0.000380621,OSD-576,tibialis anterior,100503041
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100503044,A730020M07Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.26335,0.0460055,OSD-770,soleus,100503044
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100503068,Smim43,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.68166,0.0407492,OSD-770,soleus,100503068
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100503074,2610016A17Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.14002,0.017686,OSD-666,quadriceps femoris,100503074
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-666-c82351edcee1ddd508c2e56d39337eaf,http://www.ncbi.nlm.nih.gov/gene/100503085,Klhl3,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.10497,0.000686986,OSD-666,quadriceps femoris,100503085
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/100503157,Gm15471,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.73755,0.0353596,OSD-576,tibialis anterior,100503157
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100503265,Gm19619,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,3.03381,0.0366849,OSD-770,soleus,100503265
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100503337,Gm9895,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.11477,0.000193151,OSD-770,soleus,100503337
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/100503386,Tpbgl,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.10822,3.80017e-40,OSD-104,soleus,100503386
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-103-f007f036b41857967d769f4df2450e35,http://www.ncbi.nlm.nih.gov/gene/100503415,Gm19680,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.12369,0.0393082,OSD-103,quadriceps femoris,100503415
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/100503427,Gm10390,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.25378,8.31444e-11,OSD-104,soleus,100503427
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-576-df35787540b0077305f2739d53c076ed,http://www.ncbi.nlm.nih.gov/gene/100503427,Gm10390,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.02249,0.0328163,OSD-576,tibialis anterior,100503427
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-665-a4167284b0876ec8d3daba0d0e4a567f,http://www.ncbi.nlm.nih.gov/gene/100503427,Gm10390,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,-1.09751,3.31723e-10,OSD-665,EDL,100503427
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-104-ec6e344401cc5008b3cb12c08cad9c7f,http://www.ncbi.nlm.nih.gov/gene/100503434,Gm19689,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.2698,9.45534e-05,OSD-104,soleus,100503434
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-770-10b02918dd6677725691e274c83a7eaf,http://www.ncbi.nlm.nih.gov/gene/100503495,A930016O22Rik,Mus musculus,http://purl.obolibrary.org/obo/NCBITaxon_10090,1.45457,0.0137027,OSD-770,soleus,100503495
