fips,disease,prevalence,nplaces
38045,hypertension,29.4,5
38047,hypertension,29.5,2
38049,hypertension,29.66,7
38051,hypertension,31.0,2
38053,hypertension,31.04,5
38055,hypertension,29.74,9
38057,hypertension,29.68,5
38059,hypertension,30.35,6
38061,hypertension,31.67,6
38063,hypertension,28.99,7
38065,hypertension,28.6,1
38067,hypertension,29.19,9
38069,hypertension,28.85,2
38071,hypertension,26.77,3
38073,hypertension,29.5,3
38075,hypertension,29.13,3
38077,hypertension,28.0,11
38079,hypertension,37.01,7
38081,hypertension,28.38,6
38083,hypertension,28.77,3
38085,hypertension,36.75,2
38087,hypertension,29.3,1
38089,hypertension,28.97,6
38091,hypertension,27.3,3
38093,hypertension,27.45,8
38095,hypertension,30.8,3
38097,hypertension,28.43,6
38099,hypertension,28.86,9
38101,hypertension,30.53,13
38103,hypertension,29.0,3
38105,hypertension,27.24,5
39001,hypertension,35.84,8
39003,hypertension,33.49,8
39005,hypertension,32.26,9
39007,hypertension,34.39,12
39009,hypertension,34.81,14
39011,hypertension,30.32,11
39013,hypertension,31.82,19
39015,hypertension,32.01,11
39017,hypertension,31.61,14
39019,hypertension,31.6,6
39021,hypertension,32.21,8
39023,hypertension,32.24,14
39025,hypertension,32.22,17
39027,hypertension,33.07,7
39029,hypertension,32.46,17
39031,hypertension,33.25,8
39033,hypertension,32.37,7
39035,hypertension,30.73,56
39037,hypertension,32.11,17
39039,hypertension,31.18,4
39041,hypertension,29.62,9
39043,hypertension,30.53,7
39045,hypertension,32.24,12
39047,hypertension,34.64,7
39049,hypertension,28.23,20
39051,hypertension,30.88,8
39053,hypertension,34.7,7
39055,hypertension,29.27,7
39057,hypertension,31.14,11
39059,hypertension,34.59,11
39061,hypertension,31.53,82
39063,hypertension,29.99,11
39065,hypertension,32.46,8
39067,hypertension,34.21,10
39069,hypertension,30.98,9
39071,hypertension,35.06,8
39073,hypertension,34.73,6
39075,hypertension,32.43,9
39077,hypertension,33.71,11
39079,hypertension,35.22,4
39081,hypertension,32.63,19
39083,hypertension,31.11,10
39085,hypertension,31.24,19
39087,hypertension,36.05,8
39089,hypertension,30.83,17
39091,hypertension,31.58,15
39093,hypertension,31.46,17
39095,hypertension,29.06,11
39097,hypertension,32.78,8
39099,hypertension,29.97,12
39101,hypertension,33.24,8
39103,hypertension,28.88,9
39105,hypertension,36.03,6
39107,hypertension,31.81,8
39109,hypertension,31.38,11
39111,hypertension,35.24,9
39113,hypertension,33.31,16
39115,hypertension,36.58,4
39117,hypertension,33.18,9
39119,hypertension,35.14,14
39121,hypertension,33.14,5
39123,hypertension,29.12,9
39125,hypertension,32.03,10
39127,hypertension,34.13,11
39129,hypertension,32.51,9
39131,hypertension,34.55,4
39133,hypertension,30.68,12
39135,hypertension,32.24,10
39137,hypertension,31.26,15
39139,hypertension,31.02,8
39141,hypertension,33.56,10
39143,hypertension,31.9,10
39145,hypertension,38.05,14
39147,hypertension,30.45,12
39149,hypertension,30.4,10
39151,hypertension,32.5,22
39153,hypertension,27.47,24
39155,hypertension,33.95,26
39157,hypertension,33.28,20
39159,hypertension,30.26,7
39161,hypertension,31.93,7
39163,hypertension,35.88,4
39165,hypertension,29.44,15
39167,hypertension,33.3,13
39169,hypertension,32.47,16
39171,hypertension,32.98,12
39173,hypertension,31.62,27
39175,hypertension,31.35,8
40001,hypertension,40.44,22
40003,hypertension,34.29,7
40005,hypertension,38.28,5
40007,hypertension,33.72,4
40009,hypertension,37.35,4
40011,hypertension,34.88,5
40013,hypertension,36.99,15
40015,hypertension,35.85,12
40017,hypertension,33.12,5
40019,hypertension,37.59,9
40021,hypertension,36.92,19
40023,hypertension,39.04,7
40025,hypertension,34.0,3
40027,hypertension,33.68,5
40029,hypertension,38.16,5
40031,hypertension,36.68,9
40033,hypertension,35.28,4
40035,hypertension,37.2,5
40037,hypertension,37.12,8
40039,hypertension,35.76,5
40041,hypertension,36.24,19
40043,hypertension,35.02,5
40045,hypertension,35.15,4
40047,hypertension,36.35,12
40049,hypertension,34.61,9
40051,hypertension,34.34,11
40053,hypertension,33.8,7
40055,hypertension,37.43,3
40057,hypertension,36.4,1
40059,hypertension,35.0,2
40061,hypertension,37.92,6
40063,hypertension,37.78,10
40065,hypertension,33.9,8
40067,hypertension,37.26,7
40069,hypertension,37.01,7
40071,hypertension,36.09,7
40073,hypertension,34.0,3
40075,hypertension,36.3,7
40077,hypertension,36.6,2
40079,hypertension,38.42,17
40081,hypertension,36.51,11
40083,hypertension,37.1,7
40085,hypertension,36.8,2
40087,hypertension,33.41,7
40089,hypertension,40.46,9
40091,hypertension,38.4,7
40093,hypertension,34.24,7
40095,hypertension,37.66,5
40097,hypertension,38.98,19
40099,hypertension,36.03,3
40101,hypertension,40.51,14
40103,hypertension,34.62,5
40105,hypertension,36.65,6
40107,hypertension,39.95,6
40109,hypertension,35.64,18
40111,hypertension,37.58,9
40113,hypertension,36.95,11
40115,hypertension,38.87,10
40117,hypertension,35.75,8
40119,hypertension,35.63,6
40121,hypertension,36.27,15
40123,hypertension,35.32,6
40125,hypertension,35.72,13
40127,hypertension,37.78,5
40129,hypertension,35.45,2
40131,hypertension,34.08,13
40133,hypertension,39.0,6
40135,hypertension,38.87,22
40137,hypertension,37.54,9
40139,hypertension,35.39,7
40141,hypertension,37.04,5
40143,hypertension,33.97,3
40145,hypertension,38.8,6
40147,hypertension,35.98,5
40149,hypertension,34.68,10
40151,hypertension,33.65,4
40153,hypertension,34.03,3
41001,hypertension,28.75,6
41003,hypertension,24.91,9
41005,hypertension,26.38,19
41007,hypertension,27.43,6
41009,hypertension,27.33,9
41011,hypertension,30.98,10
41013,hypertension,28.1,1
41015,hypertension,28.37,6
41017,hypertension,25.26,11
41019,hypertension,29.72,23
41021,hypertension,28.3,2
41023,hypertension,30.14,8
41025,hypertension,28.43,3
41027,hypertension,28.92,5
41029,hypertension,27.78,17
41031,hypertension,29.54,5
41033,hypertension,29.51,10
41035,hypertension,29.93,6
41037,hypertension,30.28,4
41039,hypertension,29.54,12
41041,hypertension,30.0,9
41043,hypertension,28.42,19
41045,hypertension,30.0,9
41047,hypertension,30.36,23
41049,hypertension,29.08,5
41051,hypertension,26.3,5
41053,hypertension,28.38,4
41055,hypertension,28.58,4
41057,hypertension,28.78,17
41059,hypertension,31.33,18
41061,hypertension,28.22,8
41063,hypertension,28.12,4
41065,hypertension,28.06,10
41067,hypertension,25.44,20
41069,hypertension,29.8,3
41071,hypertension,27.91,9
42001,hypertension,29.82,26
42003,hypertension,27.62,104
42005,hypertension,29.06,24
42007,hypertension,30.57,30
42009,hypertension,30.41,15
42011,hypertension,27.95,81
42013,hypertension,28.4,17
42015,hypertension,31.47,15
42017,hypertension,26.12,40
42019,hypertension,27.5,32
42021,hypertension,28.89,47
42023,hypertension,30.25,2
42025,hypertension,29.96,17
42027,hypertension,26.78,42
42029,hypertension,27.15,30
42031,hypertension,29.85,16
42033,hypertension,30.4,31
42035,hypertension,29.53,13
42037,hypertension,28.31,28
42039,hypertension,30.5,28
42041,hypertension,26.74,17
42043,hypertension,29.86,32
42045,hypertension,31.69,36
42047,hypertension,28.18,9
42049,hypertension,28.21,20
42051,hypertension,31.46,42
42053,hypertension,34.8,2
42055,hypertension,28.91,16
42057,hypertension,29.65,2
42059,hypertension,29.34,19
42061,hypertension,30.5,20
42063,hypertension,30.43,23
42065,hypertension,29.95,11
42067,hypertension,29.93,7
42069,hypertension,26.51,24
42071,hypertension,27.66,60
42073,hypertension,30.17,16
42075,hypertension,28.75,22
42077,hypertension,28.49,23
42079,hypertension,28.82,64
42081,hypertension,29.04,14
42083,hypertension,31.31,9
42085,hypertension,29.87,19
42087,hypertension,30.15,26
42089,hypertension,29.11,14
42091,hypertension,27.08,53
42093,hypertension,29.65,2
42095,hypertension,27.57,29
42097,hypertension,31.08,26
42099,hypertension,29.38,9
42101,hypertension,32.8,1
42103,hypertension,28.85,13
42105,hypertension,31.18,8
42107,hypertension,28.92,65
42109,hypertension,29.65,15
42111,hypertension,30.47,27
42113,hypertension,29.58,4
42115,hypertension,29.38,12
42117,hypertension,30.02,12
42119,hypertension,27.0,11
42121,hypertension,29.65,15
42123,hypertension,30.97,11
42125,hypertension,30.73,64
42127,hypertension,29.37,10
42129,hypertension,28.48,63
42131,hypertension,29.48,8
42133,hypertension,30.62,53
44003,hypertension,28.85,2
44005,hypertension,29.58,4
44007,hypertension,29.08,15
44009,hypertension,25.77,13
45001,hypertension,36.37,7
45003,hypertension,37.8,14
45005,hypertension,43.27,3
45007,hypertension,35.51,11
45009,hypertension,38.66,5
45011,hypertension,40.57,6
45013,hypertension,30.09,7
45015,hypertension,36.31,9
45017,hypertension,39.25,2
45019,hypertension,28.42,12
45021,hypertension,39.07,3
45023,hypertension,37.54,7
45025,hypertension,38.79,8
45027,hypertension,40.64,5
45029,hypertension,38.01,7
45031,hypertension,42.02,6
45033,hypertension,42.07,3
45035,hypertension,38.1,4
45037,hypertension,37.17,4
45039,hypertension,41.1,3
45041,hypertension,42.54,9
45043,hypertension,31.97,3
45045,hypertension,34.77,19
45047,hypertension,40.11,8
45049,hypertension,43.6,8
45051,hypertension,33.51,14
45053,hypertension,39.65,2
45055,hypertension,31.02,5
45057,hypertension,38.45,6
45059,hypertension,38.34,9
45061,hypertension,44.3,2
45063,hypertension,33.1,14
45065,hypertension,38.37,6
45067,hypertension,42.4,4
45069,hypertension,40.75,6
45071,hypertension,34.47,6
45073,hypertension,34.76,7
45075,hypertension,40.96,20
45077,hypertension,33.05,6
45079,hypertension,35.6,9
45081,hypertension,38.77,3
45083,hypertension,33.36,28
45085,hypertension,39.02,17
45087,hypertension,38.33,6
45089,hypertension,44.28,5
45091,hypertension,32.25,14
46003,hypertension,27.0,3
46005,hypertension,28.2,6
46007,hypertension,35.65,2
46009,hypertension,29.34,5
46011,hypertension,29.28,8
46013,hypertension,27.61,9
46015,hypertension,28.77,3
46017,hypertension,38.6,1
46019,hypertension,29.84,5
46021,hypertension,26.8,3
46023,hypertension,32.04,7
46025,hypertension,27.53,3
46027,hypertension,27.25,2
46029,hypertension,27.36,5
46031,hypertension,33.42,4
46033,hypertension,28.34,5
46035,hypertension,28.07,3
46037,hypertension,29.7,6
46039,hypertension,28.83,6
46041,hypertension,33.22,4
46043,hypertension,27.48,5
46045,hypertension,26.9,4
46047,hypertension,30.47,3
46049,hypertension,27.7,3
46051,hypertension,28.1,6
46053,hypertension,29.88,6
46055,hypertension,29.95,2
46057,hypertension,27.02,5
46059,hypertension,27.47,3
46061,hypertension,27.3,3
46063,hypertension,27.0,1
46065,hypertension,27.87,3
46067,hypertension,26.72,5
46069,hypertension,26.6,1
46071,hypertension,35.9,3
46073,hypertension,27.1,2
46075,hypertension,27.5,2
46077,hypertension,27.32,4
46079,hypertension,26.12,5
46081,hypertension,28.46,7
46083,hypertension,27.41,7
46085,hypertension,29.72,6
46087,hypertension,26.98,5
46089,hypertension,28.75,2
46091,hypertension,28.2,4
46093,hypertension,28.43,6
46095,hypertension,37.07,3
46097,hypertension,27.95,2
46099,hypertension,25.08,12
46101,hypertension,28.08,4
46103,hypertension,26.88,11
46105,hypertension,28.15,2
46107,hypertension,27.1,2
46109,hypertension,32.28,11
46111,hypertension,27.23,3
46113,hypertension,42.27,6
46115,hypertension,28.08,8
46117,hypertension,25.6,1
46119,hypertension,27.7,1
46121,hypertension,38.81,9
46123,hypertension,30.73,3
46125,hypertension,27.19,7
46127,hypertension,27.26,5
46129,hypertension,27.7,4
46135,hypertension,28.47,6
46137,hypertension,36.0,1
47001,hypertension,34.37,3
47003,hypertension,33.42,4
47005,hypertension,35.63,3
47007,hypertension,36.1,1
47009,hypertension,35.08,9
47011,hypertension,36.28,6
47013,hypertension,36.3,5
47015,hypertension,34.65,2
47017,hypertension,36.14,7
47019,hypertension,35.4,5
47021,hypertension,31.85,4
47023,hypertension,38.0,1
47025,hypertension,35.48,4
47027,hypertension,37.2,1
47029,hypertension,36.6,2
47031,hypertension,34.17,4
47033,hypertension,37.3,5
47035,hypertension,33.67,6
47037,hypertension,27.44,5
47039,hypertension,37.8,2
47041,hypertension,34.98,4
47043,hypertension,33.95,6
47045,hypertension,38.0,2
47047,hypertension,36.63,9
47049,hypertension,37.75,4
47051,hypertension,34.93,6
47053,hypertension,37.02,8
47055,hypertension,35.3,4
47057,hypertension,35.37,3
47059,hypertension,34.67,4
47061,hypertension,36.61,7
47065,hypertension,30.22,19
47067,hypertension,37.7,1
47069,hypertension,41.5,6
47071,hypertension,37.26,5
47073,hypertension,35.37,6
47075,hypertension,43.9,2
47077,hypertension,36.78,5
47079,hypertension,36.75,4
47081,hypertension,36.3,4
47083,hypertension,35.5,1
47085,hypertension,34.07,3
47087,hypertension,35.5,2
47089,hypertension,33.5,4
47091,hypertension,38.2,1
47093,hypertension,34.15,2
47095,hypertension,41.85,2
47097,hypertension,43.65,4
47099,hypertension,35.78,5
47101,hypertension,36.0,1
47103,hypertension,36.37,3
47105,hypertension,31.62,5
47107,hypertension,36.27,6
47109,hypertension,37.28,8
47111,hypertension,36.5,2
47113,hypertension,35.97,3
47115,hypertension,35.56,7
47117,hypertension,34.8,3
47119,hypertension,35.6,2
47121,hypertension,34.9,1
47123,hypertension,37.45,2
47125,hypertension,36.4,1
47127,hypertension,33.4,1
47129,hypertension,37.02,5
47131,hypertension,36.48,8
47133,hypertension,37.2,1
47135,hypertension,37.65,2
47137,hypertension,35.7,1
47139,hypertension,35.13,3
47141,hypertension,36.8,4
47143,hypertension,36.47,3
47145,hypertension,34.1,3
47147,hypertension,33.29,7
47149,hypertension,32.38,5
47151,hypertension,35.93,6
47153,hypertension,34.6,2
47155,hypertension,34.62,5
47157,hypertension,33.07,6
47159,hypertension,34.5,3
47161,hypertension,34.35,2
47163,hypertension,34.05,6
47165,hypertension,31.24,14
47167,hypertension,37.38,8
47169,hypertension,34.5,1
47171,hypertension,35.33,3
47173,hypertension,36.23,3
47175,hypertension,37.0,1
47177,hypertension,36.55,4
47179,hypertension,31.75,4
47181,hypertension,37.57,3
47183,hypertension,35.52,5
47185,hypertension,36.7,2
47187,hypertension,29.7,5
47189,hypertension,31.64,5
48001,hypertension,35.15,2
48003,hypertension,31.0,2
48005,hypertension,36.79,7
48007,hypertension,31.05,4
48009,hypertension,31.68,5
48011,hypertension,30.1,1
48013,hypertension,32.35,6
48015,hypertension,32.92,6
48017,hypertension,31.0,1
48019,hypertension,31.45,2
48021,hypertension,31.48,6
48023,hypertension,31.6,1
48025,hypertension,31.49,8
48027,hypertension,30.77,11
48029,hypertension,29.35,24
48031,hypertension,30.1,3
48033,hypertension,27.9,1
48035,hypertension,33.64,7
48037,hypertension,34.43,10
48039,hypertension,35.54,25
48041,hypertension,30.97,6
48043,hypertension,29.7,4
48045,hypertension,34.2,2
48047,hypertension,37.1,5
48049,hypertension,31.25,6
48051,hypertension,34.03,3
48053,hypertension,31.5,7
48055,hypertension,33.4,2
48057,hypertension,32.62,4
48059,hypertension,31.85,4
48061,hypertension,33.12,48
48063,hypertension,36.95,2
48065,hypertension,30.3,4
48067,hypertension,37.06,8
48069,hypertension,32.03,3
48071,hypertension,33.4,5
48073,hypertension,35.96,8
48075,hypertension,34.5,1
48077,hypertension,30.95,6
48079,hypertension,36.2,2
48081,hypertension,31.85,2
48083,hypertension,32.07,3
48085,hypertension,31.46,18
48087,hypertension,33.15,2
48089,hypertension,33.12,4
48091,hypertension,28.57,3
48093,hypertension,31.93,3
48095,hypertension,33.35,2
48097,hypertension,30.38,6
48099,hypertension,33.9,3
48101,hypertension,36.5,1
48103,hypertension,31.8,1
48105,hypertension,31.4,1
48107,hypertension,34.93,3
48109,hypertension,35.7,1
48111,hypertension,31.5,1
48113,hypertension,32.77,13
48115,hypertension,32.4,2
48117,hypertension,32.8,1
48119,hypertension,35.9,1
48121,hypertension,28.38,30
48123,hypertension,32.9,3
48125,hypertension,34.45,2
48127,hypertension,36.08,5
48129,hypertension,32.43,3
48131,hypertension,33.13,3
48133,hypertension,34.22,6
48135,hypertension,32.63,3
48137,hypertension,33.2,1
48139,hypertension,32.09,14
48141,hypertension,34.72,19
48143,hypertension,33.4,2
48145,hypertension,36.25,4
48147,hypertension,33.19,11
48149,hypertension,32.2,5
48151,hypertension,32.45,2
48153,hypertension,32.45,2
48155,hypertension,33.0,1
48157,hypertension,32.04,21
48159,hypertension,32.0,1
48161,hypertension,35.88,4
48163,hypertension,34.22,6
48165,hypertension,33.53,3
48167,hypertension,31.68,13
48169,hypertension,35.1,1
48171,hypertension,28.9,3
48173,hypertension,32.6,1
48175,hypertension,31.6,1
48177,hypertension,33.17,3
48179,hypertension,32.87,3
48181,hypertension,30.51,16
48183,hypertension,36.4,3
48185,hypertension,34.7,5
48187,hypertension,31.71,11
48189,hypertension,33.88,4
48191,hypertension,36.0,4
48193,hypertension,33.9,1
48195,hypertension,34.37,3
48197,hypertension,33.45,2
48199,hypertension,33.38,6
48201,hypertension,29.85,31
48203,hypertension,35.2,6
48205,hypertension,29.65,2
48207,hypertension,35.3,5
48209,hypertension,28.41,9
48211,hypertension,30.1,1
48213,hypertension,34.95,18
48215,hypertension,34.44,53
48217,hypertension,33.25,13
48219,hypertension,33.32,6
48221,hypertension,30.63,7
48223,hypertension,33.72,4
48225,hypertension,35.82,5
48227,hypertension,31.45,4
48229,hypertension,36.13,3
48231,hypertension,33.75,11
48233,hypertension,32.35,4
48235,hypertension,30.8,1
48237,hypertension,33.47,3
48239,hypertension,31.76,5
48241,hypertension,36.9,6
48243,hypertension,30.5,2
48245,hypertension,31.49,10
48247,hypertension,35.7,2
48249,hypertension,33.46,14
48251,hypertension,31.35,10
48253,hypertension,31.9,2
48255,hypertension,32.9,4
48257,hypertension,32.07,15
48259,hypertension,29.7,2
48261,hypertension,37.2,1
48263,hypertension,29.9,1
48265,hypertension,31.8,2
48267,hypertension,34.7,1
48269,hypertension,32.8,1
48271,hypertension,35.15,2
48273,hypertension,32.87,3
48275,hypertension,34.0,4
48277,hypertension,34.37,7
48279,hypertension,33.79,7
48281,hypertension,30.77,3
48283,hypertension,32.25,2
48285,hypertension,32.27,3
48287,hypertension,33.9,2
48289,hypertension,34.6,6
48291,hypertension,34.59,11
48293,hypertension,35.8,6
48295,hypertension,31.83,3
48297,hypertension,33.5,2
48299,hypertension,31.76,5
48303,hypertension,31.12,8
48305,hypertension,33.43,3
48307,hypertension,32.7,2
48309,hypertension,31.44,17
48311,hypertension,30.2,1
48313,hypertension,34.95,2
48315,hypertension,36.5,2
48317,hypertension,30.9,1
48319,hypertension,32.7,1
48321,hypertension,33.58,6
48323,hypertension,34.86,12
48325,hypertension,30.7,6
48327,hypertension,32.2,1
48331,hypertension,34.88,4
48333,hypertension,31.8,2
48335,hypertension,31.32,4
48337,hypertension,33.22,6
48339,hypertension,31.7,16
48341,hypertension,32.53,3
48343,hypertension,36.05,4
48345,hypertension,31.95,2
48347,hypertension,34.08,6
48349,hypertension,35.14,17
48351,hypertension,35.27,3
48353,hypertension,32.9,2
48355,hypertension,33.26,13
48357,hypertension,33.8,1
48359,hypertension,30.5,2
48361,hypertension,32.92,8
48363,hypertension,31.98,5
48365,hypertension,35.6,3
48367,hypertension,28.95,12
48369,hypertension,32.97,3
48371,hypertension,31.1,3
48373,hypertension,35.63,9
48375,hypertension,29.2,1
48377,hypertension,37.7,3
48379,hypertension,32.73,3
48381,hypertension,30.48,4
48383,hypertension,31.9,1
48385,hypertension,34.9,2
48387,hypertension,35.78,5
48389,hypertension,32.9,4
48391,hypertension,32.9,5
48393,hypertension,30.7,1
48395,hypertension,37.15,4
48397,hypertension,29.3,3
48399,hypertension,33.0,3
48401,hypertension,34.1,3
48403,hypertension,36.27,3
48405,hypertension,38.0,2
48407,hypertension,34.82,5
48409,hypertension,34.95,22
48411,hypertension,33.25,2
48413,hypertension,30.9,1
48415,hypertension,32.9,2
48417,hypertension,31.15,2
48419,hypertension,37.66,5
48421,hypertension,31.7,2
48423,hypertension,32.2,9
48425,hypertension,33.0,1
48427,hypertension,36.61,50
48429,hypertension,33.9,1
48431,hypertension,31.8,1
48433,hypertension,32.4,1
48435,hypertension,30.8,1
48437,hypertension,35.25,2
48439,hypertension,31.33,28
48441,hypertension,29.74,7
48443,hypertension,32.3,1
48445,hypertension,33.87,3
48447,hypertension,32.25,2
48449,hypertension,34.67,3
48451,hypertension,32.55,4
48453,hypertension,26.07,22
48455,hypertension,36.07,3
48457,hypertension,33.08,5
48459,hypertension,33.08,4
48461,hypertension,32.05,2
48463,hypertension,33.76,5
48465,hypertension,32.98,4
48467,hypertension,32.63,9
48469,hypertension,31.76,5
48471,hypertension,35.6,3
48473,hypertension,37.42,5
48475,hypertension,31.72,5
48477,hypertension,33.6,2
48479,hypertension,35.72,10
48481,hypertension,34.09,7
48483,hypertension,32.8,3
48485,hypertension,35.37,6
48487,hypertension,35.9,1
48489,hypertension,35.46,8
48491,hypertension,31.36,11
48493,hypertension,31.0,4
48495,hypertension,31.95,2
48497,hypertension,31.62,11
48499,hypertension,32.84,5
48501,hypertension,32.0,1
48503,hypertension,32.03,3
48505,hypertension,35.98,10
48507,hypertension,37.13,6
49001,hypertension,28.3,3
49003,hypertension,29.07,19
49005,hypertension,27.24,23
49007,hypertension,28.51,8
49009,hypertension,26.3,2
49011,hypertension,26.27,15
49013,hypertension,29.23,7
49015,hypertension,28.58,9
49017,hypertension,28.21,8
49019,hypertension,27.9,2
49021,hypertension,30.55,8
49023,hypertension,29.58,5
49025,hypertension,27.9,5
49027,hypertension,28.4,12
49029,hypertension,25.07,3
49031,hypertension,29.08,4
49033,hypertension,28.28,5
49035,hypertension,27.46,21
49037,hypertension,34.08,11
49039,hypertension,28.53,13
49041,hypertension,28.14,12
49043,hypertension,23.52,14
49045,hypertension,28.66,8
49047,hypertension,33.26,8
49049,hypertension,24.9,28
49051,hypertension,24.49,7
49053,hypertension,28.43,18
49055,hypertension,27.86,7
49057,hypertension,27.34,18
50001,hypertension,23.9,4
50003,hypertension,25.18,8
50005,hypertension,25.69,8
50007,hypertension,23.71,8
50009,hypertension,27.52,4
50011,hypertension,30.32,4
50015,hypertension,26.18,6
50017,hypertension,26.78,6
50019,hypertension,26.3,15
50021,hypertension,27.46,10
50023,hypertension,24.52,12
50025,hypertension,26.53,10
50027,hypertension,26.52,19
51001,hypertension,37.72,44
51003,hypertension,29.08,8
51005,hypertension,34.64,5
51007,hypertension,33.7,1
51009,hypertension,35.35,2
51011,hypertension,36.0,1
51013,hypertension,26.3,1
51015,hypertension,32.85,18
51017,hypertension,36.1,2
51019,hypertension,29.83,3
51021,hypertension,31.1,1
51023,hypertension,29.6,7
51025,hypertension,38.42,5
51027,hypertension,36.5,2
51029,hypertension,36.43,3
51031,hypertension,33.42,4
51033,hypertension,32.35,4
51035,hypertension,32.15,4
51036,hypertension,37.5,1
51037,hypertension,37.75,4
51041,hypertension,34.34,12
51043,hypertension,30.37,3
51045,hypertension,29.9,1
51047,hypertension,34.6,1
51049,hypertension,36.9,1
51051,hypertension,36.13,3
51053,hypertension,36.7,1
51057,hypertension,39.2,1
51059,hypertension,25.96,58
51061,hypertension,29.87,10
51063,hypertension,31.8,1
51065,hypertension,29.9,2
51067,hypertension,32.9,8
51069,hypertension,31.38,4
51071,hypertension,31.88,5
51073,hypertension,31.25,2
51075,hypertension,29.1,1
51077,hypertension,34.4,3
51079,hypertension,31.93,3
51083,hypertension,37.59,9
51085,hypertension,29.03,3
51087,hypertension,34.68,13
51089,hypertension,35.94,11
51091,hypertension,30.4,1
51093,hypertension,34.44,7
51097,hypertension,35.9,1
51099,hypertension,32.25,4
51101,hypertension,32.83,3
51103,hypertension,31.4,2
51105,hypertension,36.97,7
51107,hypertension,27.08,23
51109,hypertension,32.4,3
51111,hypertension,38.37,3
51113,hypertension,32.6,2
51115,hypertension,30.9,2
51117,hypertension,39.59,9
51119,hypertension,34.0,3
51121,hypertension,29.22,10
51125,hypertension,33.68,5
51127,hypertension,31.5,1
51131,hypertension,35.84,5
51133,hypertension,33.9,1
51135,hypertension,37.85,4
51137,hypertension,32.5,2
51139,hypertension,33.2,3
51141,hypertension,33.75,2
51143,hypertension,36.58,6
51147,hypertension,35.5,1
51149,hypertension,33.03,3
51153,hypertension,31.76,23
51155,hypertension,32.11,9
51157,hypertension,29.73,3
51159,hypertension,36.6,1
51161,hypertension,31.4,3
51163,hypertension,32.83,3
51165,hypertension,31.09,9
51167,hypertension,35.9,4
51169,hypertension,34.85,6
51171,hypertension,31.69,8
51173,hypertension,33.6,7
51175,hypertension,35.64,7
51177,hypertension,31.35,2
51179,hypertension,32.64,5
51181,hypertension,37.3,4
51183,hypertension,39.8,4
51185,hypertension,33.17,8
51187,hypertension,30.25,4
51191,hypertension,34.36,5
51193,hypertension,32.75,2
51195,hypertension,36.28,6
51197,hypertension,33.9,5
51199,hypertension,32.3,1
51510,hypertension,29.7,1
51515,hypertension,36.3,1
51520,hypertension,35.5,1
51530,hypertension,35.7,1
51540,hypertension,32.4,1
51550,hypertension,32.1,1
51570,hypertension,32.3,1
51580,hypertension,33.9,1
51590,hypertension,40.7,1
51595,hypertension,44.1,1
51600,hypertension,27.5,1
51610,hypertension,26.1,1
51620,hypertension,39.7,1
51630,hypertension,33.1,1
51640,hypertension,36.5,1
51650,hypertension,37.7,1
51660,hypertension,33.6,1
51670,hypertension,37.8,1
51678,hypertension,34.2,1
51680,hypertension,36.6,1
51683,hypertension,31.8,1
51685,hypertension,31.8,1
51690,hypertension,39.4,1
51700,hypertension,37.6,1
51710,hypertension,36.2,1
51720,hypertension,35.1,1
51730,hypertension,45.7,1
51735,hypertension,28.2,1
51740,hypertension,39.8,1
51750,hypertension,34.2,1
51760,hypertension,37.0,1
51770,hypertension,35.8,1
51775,hypertension,31.2,1
51790,hypertension,31.4,1
51800,hypertension,35.7,1
51810,hypertension,28.9,1
51820,hypertension,33.3,1
51830,hypertension,33.2,1
51840,hypertension,33.3,1
53001,hypertension,29.15,4
53003,hypertension,29.05,4
53005,hypertension,27.82,6
53007,hypertension,27.0,9
53009,hypertension,28.97,11
53011,hypertension,25.73,25
53013,hypertension,28.65,2
53015,hypertension,28.35,6
53017,hypertension,29.42,5
53019,hypertension,30.65,8
53021,hypertension,28.58,6
53023,hypertension,29.5,1
53025,hypertension,32.04,18
53027,hypertension,31.47,27
53029,hypertension,25.92,5
53031,hypertension,26.83,6
53033,hypertension,24.16,58
53035,hypertension,28.33,26
53037,hypertension,28.15,10
53039,hypertension,28.04,10
53041,hypertension,30.4,13
53043,hypertension,26.54,8
53045,hypertension,29.84,7
53047,hypertension,30.24,17
53049,hypertension,31.68,11
53051,hypertension,29.62,5
53053,hypertension,28.08,65
53055,hypertension,24.8,1
53057,hypertension,27.7,15
53059,hypertension,27.53,3
53061,hypertension,25.93,60
53063,hypertension,27.44,20
53065,hypertension,27.95,10
53067,hypertension,29.28,12
53069,hypertension,27.56,9
53071,hypertension,26.99,10
53073,hypertension,29.11,19
53075,hypertension,27.83,17
53077,hypertension,30.32,26
54001,hypertension,38.72,5
54003,hypertension,38.72,4
54005,hypertension,38.67,9
54007,hypertension,38.05,4
54009,hypertension,36.15,6
54011,hypertension,34.78,5
54013,hypertension,36.9,1
54015,hypertension,42.0,1
54017,hypertension,36.8,1
54019,hypertension,38.9,23
54021,hypertension,37.1,2
54023,hypertension,36.65,2
54025,hypertension,35.14,8
54027,hypertension,35.88,4
54029,hypertension,36.2,3
54031,hypertension,35.75,2
54033,hypertension,36.65,16
54035,hypertension,37.55,2
54037,hypertension,34.65,8
54039,hypertension,37.08,23
54041,hypertension,38.0,2
54043,hypertension,41.13,3
54045,hypertension,40.4,25
54047,hypertension,42.72,20
54049,hypertension,37.15,13
