sym,goid,goLabel
ADORA2A,GO_0006968,cellular defense response
TP53,GO_0006974,DNA damage response
MYC,GO_0006974,DNA damage response
REV3L,GO_0006974,DNA damage response
CCND1,GO_0006974,DNA damage response
CDKN1A,GO_0006974,DNA damage response
H2AX,GO_0006974,DNA damage response
DDIT3,GO_0006974,DNA damage response
HSF1,GO_0006974,DNA damage response
FOXO1,GO_0006974,DNA damage response
TP53,GO_0006979,response to oxidative stress
CAT,GO_0006979,response to oxidative stress
NQO1,GO_0006979,response to oxidative stress
NFE2L2,GO_0006979,response to oxidative stress
CREB3,GO_0006986,response to unfolded protein
HSPA1A,GO_0006986,response to unfolded protein
XBP1,GO_0006986,response to unfolded protein
DDIT3,GO_0006986,response to unfolded protein
ATF6,GO_0006986,response to unfolded protein
CCL2,GO_0007010,cytoskeleton organization
HSPA1A,GO_0007041,lysosomal transport
NR1H4,GO_0007043,cell-cell junction assembly
PTEN,GO_0007056,spindle assembly involved in female meiosis
NR3C1,GO_0007059,chromosome segregation
CDKN1A,GO_0007095,mitotic G2 DNA damage checkpoint signaling
ICAM1,GO_0007155,cell adhesion
SRC,GO_0007155,cell adhesion
CCL2,GO_0007155,cell adhesion
SELP,GO_0007155,cell adhesion
SELE,GO_0007155,cell adhesion
VCAM1,GO_0007155,cell adhesion
IL2,GO_0007155,cell adhesion
ICAM1,GO_0007157,heterophilic cell-cell adhesion
SELE,GO_0007157,heterophilic cell-cell adhesion
VCAM1,GO_0007157,heterophilic cell-cell adhesion
ICAM1,GO_0007159,leukocyte cell-cell adhesion
EZR,GO_0007159,leukocyte cell-cell adhesion
VCAM1,GO_0007159,leukocyte cell-cell adhesion
SELE,GO_0007159,leukocyte cell-cell adhesion
SELP,GO_0007159,leukocyte cell-cell adhesion
COL3A1,GO_0007160,cell-matrix adhesion
VCAM1,GO_0007160,cell-matrix adhesion
PLAUR,GO_0007160,cell-matrix adhesion
TIMP1,GO_0007165,signal transduction
NR3C1,GO_0007165,signal transduction
NR1I2,GO_0007165,signal transduction
ESR1,GO_0007165,signal transduction
PLAU,GO_0007165,signal transduction
PGR,GO_0007165,signal transduction
ADRB2,GO_0007165,signal transduction
HGF,GO_0007165,signal transduction
DRD2,GO_0007165,signal transduction
CXCL8,GO_0007165,signal transduction
FGF2,GO_0007165,signal transduction
SRC,GO_0007165,signal transduction
AR,GO_0007165,signal transduction
CHRM1,GO_0007165,signal transduction
IGFBP1,GO_0007165,signal transduction
CCL2,GO_0007165,signal transduction
ADRB1,GO_0007165,signal transduction
ICAM1,GO_0007165,signal transduction
ADRA2C,GO_0007165,signal transduction
DRD4,GO_0007165,signal transduction
TNFRSF1A,GO_0007165,signal transduction
ATF6,GO_0007165,signal transduction
DRD1,GO_0007165,signal transduction
ADORA1,GO_0007165,signal transduction
ADORA2A,GO_0007165,signal transduction
HTR7,GO_0007165,signal transduction
FAS,GO_0007165,signal transduction
TRHR,GO_0007165,signal transduction
OPRD1,GO_0007165,signal transduction
HTR2C,GO_0007165,signal transduction
CD38,GO_0007165,signal transduction
OPRM1,GO_0007165,signal transduction
TSHR,GO_0007165,signal transduction
ESR2,GO_0007165,signal transduction
PLAUR,GO_0007165,signal transduction
PRKAA1,GO_0007165,signal transduction
OPRL1,GO_0007165,signal transduction
HIF1A,GO_0007165,signal transduction
PTGER2,GO_0007165,signal transduction
NR1I3,GO_0007165,signal transduction
HTR6,GO_0007165,signal transduction
ADRB2,GO_0007166,cell surface receptor signaling pathway
CCL2,GO_0007166,cell surface receptor signaling pathway
TSHR,GO_0007166,cell surface receptor signaling pathway
CSF1,GO_0007169,cell surface receptor protein tyrosine kinase signaling pathway
KDR,GO_0007169,cell surface receptor protein tyrosine kinase signaling pathway
SRC,GO_0007172,signal complex assembly
EGF,GO_0007173,epidermal growth factor receptor signaling pathway
SRC,GO_0007173,epidermal growth factor receptor signaling pathway
ADRA2C,GO_0007173,epidermal growth factor receptor signaling pathway
ADORA1,GO_0007173,epidermal growth factor receptor signaling pathway
PIK3CA,GO_0007173,epidermal growth factor receptor signaling pathway
FOS,GO_0007179,transforming growth factor beta receptor signaling pathway
TGFB1,GO_0007179,transforming growth factor beta receptor signaling pathway
COL3A1,GO_0007179,transforming growth factor beta receptor signaling pathway
JUN,GO_0007179,transforming growth factor beta receptor signaling pathway
SRC,GO_0007179,transforming growth factor beta receptor signaling pathway
DRD2,GO_0007186,G protein-coupled receptor signaling pathway
ADRB1,GO_0007186,G protein-coupled receptor signaling pathway
CHRM1,GO_0007186,G protein-coupled receptor signaling pathway
CCL2,GO_0007186,G protein-coupled receptor signaling pathway
ADRB2,GO_0007186,G protein-coupled receptor signaling pathway
CXCL8,GO_0007186,G protein-coupled receptor signaling pathway
OPRM1,GO_0007186,G protein-coupled receptor signaling pathway
OPRD1,GO_0007186,G protein-coupled receptor signaling pathway
ADRA2C,GO_0007186,G protein-coupled receptor signaling pathway
TSHR,GO_0007186,G protein-coupled receptor signaling pathway
DRD1,GO_0007186,G protein-coupled receptor signaling pathway
HTR2C,GO_0007186,G protein-coupled receptor signaling pathway
ADORA1,GO_0007186,G protein-coupled receptor signaling pathway
HTR7,GO_0007186,G protein-coupled receptor signaling pathway
ADORA2A,GO_0007186,G protein-coupled receptor signaling pathway
DRD4,GO_0007186,G protein-coupled receptor signaling pathway
TRHR,GO_0007186,G protein-coupled receptor signaling pathway
PPARG,GO_0007186,G protein-coupled receptor signaling pathway
IL2,GO_0007186,G protein-coupled receptor signaling pathway
HTR6,GO_0007186,G protein-coupled receptor signaling pathway
PTGER2,GO_0007186,G protein-coupled receptor signaling pathway
OPRL1,GO_0007186,G protein-coupled receptor signaling pathway
CCL2,GO_0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
OPRM1,GO_0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
TSHR,GO_0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
OPRD1,GO_0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
HTR7,GO_0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
DRD1,GO_0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
HTR6,GO_0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
ADRB2,GO_0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
DRD2,GO_0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
ADORA2A,GO_0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
ADRB1,GO_0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway
ADRB2,GO_0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway
TSHR,GO_0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway
ADORA2A,GO_0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway
DRD1,GO_0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway
PTGER2,GO_0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway
DRD1,GO_0007191,adenylate cyclase-activating dopamine receptor signaling pathway
HTR7,GO_0007192,adenylate cyclase-activating serotonin receptor signaling pathway
HTR6,GO_0007192,adenylate cyclase-activating serotonin receptor signaling pathway
ADORA1,GO_0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
OPRL1,GO_0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
DRD2,GO_0007195,adenylate cyclase-inhibiting dopamine receptor signaling pathway
DRD4,GO_0007195,adenylate cyclase-inhibiting dopamine receptor signaling pathway
OPRM1,GO_0007197,adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway
ESR1,GO_0007200,phospholipase C-activating G protein-coupled receptor signaling pathway
CHRM1,GO_0007200,phospholipase C-activating G protein-coupled receptor signaling pathway
OPRM1,GO_0007200,phospholipase C-activating G protein-coupled receptor signaling pathway
SELE,GO_0007200,phospholipase C-activating G protein-coupled receptor signaling pathway
OPRD1,GO_0007200,phospholipase C-activating G protein-coupled receptor signaling pathway
HTR2C,GO_0007200,phospholipase C-activating G protein-coupled receptor signaling pathway
ADORA2A,GO_0007200,phospholipase C-activating G protein-coupled receptor signaling pathway
IL2,GO_0007200,phospholipase C-activating G protein-coupled receptor signaling pathway
OPRL1,GO_0007200,phospholipase C-activating G protein-coupled receptor signaling pathway
ESR1,GO_0007204,positive regulation of cytosolic calcium ion concentration
CXCL8,GO_0007204,positive regulation of cytosolic calcium ion concentration
CCL2,GO_0007204,positive regulation of cytosolic calcium ion concentration
CD38,GO_0007204,positive regulation of cytosolic calcium ion concentration
IL2,GO_0007204,positive regulation of cytosolic calcium ion concentration
CHRM1,GO_0007207,phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway
HTR2C,GO_0007208,phospholipase C-activating serotonin receptor signaling pathway
DRD2,GO_0007212,G protein-coupled dopamine receptor signaling pathway
CHRM1,GO_0007213,G protein-coupled acetylcholine receptor signaling pathway
IL17A,GO_0007219,Notch signaling pathway
GLI1,GO_0007224,smoothened signaling pathway
SHH,GO_0007224,smoothened signaling pathway
COL3A1,GO_0007229,integrin-mediated signaling pathway
SRC,GO_0007229,integrin-mediated signaling pathway
TNFRSF1A,GO_0007250,activation of NF-kappaB-inducing kinase activity
JUN,GO_0007254,JNK cascade
TNF,GO_0007259,cell surface receptor signaling pathway via JAK-STAT
CCL2,GO_0007259,cell surface receptor signaling pathway via JAK-STAT
IL6R,GO_0007259,cell surface receptor signaling pathway via JAK-STAT
IL6,GO_0007259,cell surface receptor signaling pathway via JAK-STAT
CD40,GO_0007259,cell surface receptor signaling pathway via JAK-STAT
TNFRSF1A,GO_0007259,cell surface receptor signaling pathway via JAK-STAT
IL2,GO_0007259,cell surface receptor signaling pathway via JAK-STAT
TP53,GO_0007265,Ras protein signal transduction
FGF2,GO_0007265,Ras protein signal transduction
CDKN1A,GO_0007265,Ras protein signal transduction
AR,GO_0007267,cell-cell signaling
PGR,GO_0007267,cell-cell signaling
ADRA2C,GO_0007267,cell-cell signaling
TSHR,GO_0007267,cell-cell signaling
ADORA1,GO_0007267,cell-cell signaling
ADORA2A,GO_0007267,cell-cell signaling
ESR2,GO_0007267,cell-cell signaling
SHH,GO_0007267,cell-cell signaling
IL2,GO_0007267,cell-cell signaling
IL17A,GO_0007267,cell-cell signaling
SLC6A2,GO_0007268,chemical synaptic transmission
HTR7,GO_0007268,chemical synaptic transmission
HTR2C,GO_0007268,chemical synaptic transmission
HTR6,GO_0007268,chemical synaptic transmission
DRD2,GO_0007270,neuron-neuron synaptic transmission
PTEN,GO_0007270,neuron-neuron synaptic transmission
OPRL1,GO_0007270,neuron-neuron synaptic transmission
NQO1,GO_0007271,"synaptic transmission, cholinergic"
ADORA2A,GO_0007271,"synaptic transmission, cholinergic"
CHRM1,GO_0007274,neuromuscular synaptic transmission
RARA,GO_0007281,germ cell development
GLI1,GO_0007286,spermatid development
CDKN1A,GO_0007346,regulation of mitotic cell cycle
SHH,GO_0007389,pattern specification process
FGF2,GO_0007399,nervous system development
CHRM1,GO_0007399,nervous system development
ADORA1,GO_0007399,nervous system development
PAX6,GO_0007399,nervous system development
PTEN,GO_0007399,nervous system development
SHH,GO_0007405,neuroblast proliferation
TGFB1,GO_0007406,negative regulation of neuroblast proliferation
DRD2,GO_0007409,axonogenesis
SHH,GO_0007411,axon guidance
CASP3,GO_0007413,axonal fasciculation
DRD2,GO_0007416,synapse assembly
DRD1,GO_0007416,synapse assembly
PTEN,GO_0007416,synapse assembly
PAX6,GO_0007417,central nervous system development
ADORA2A,GO_0007417,central nervous system development
SHH,GO_0007417,central nervous system development
PTEN,GO_0007417,central nervous system development
SHH,GO_0007418,ventral midline development
COL4A1,GO_0007420,brain development
TGFB1,GO_0007435,salivary gland morphogenesis
HMGCS2,GO_0007494,midgut development
COL3A1,GO_0007507,heart development
TGFB1,GO_0007507,heart development
CDKN1A,GO_0007507,heart development
PPARA,GO_0007507,heart development
PPARD,GO_0007507,heart development
SHH,GO_0007507,heart development
PTEN,GO_0007507,heart development
XBP1,GO_0007517,muscle organ development
TGFB1,GO_0007565,female pregnancy
FOS,GO_0007565,female pregnancy
RARA,GO_0007565,female pregnancy
CD38,GO_0007565,female pregnancy
PPARD,GO_0007566,embryo implantation
COL1A1,GO_0007584,response to nutrient
VCAM1,GO_0007584,response to nutrient
PPARG,GO_0007584,response to nutrient
SREBF1,GO_0007584,response to nutrient
FASN,GO_0007584,response to nutrient
PPARA,GO_0007584,response to nutrient
HMGCS2,GO_0007584,response to nutrient
SRC,GO_0007595,lactation
PPARA,GO_0007595,lactation
PLAU,GO_0007596,blood coagulation
PLAT,GO_0007596,blood coagulation
THBD,GO_0007596,blood coagulation
F3,GO_0007596,blood coagulation
ADORA2A,GO_0007596,blood coagulation
HNF4A,GO_0007596,blood coagulation
PLAUR,GO_0007596,blood coagulation
F3,GO_0007597,"blood coagulation, intrinsic pathway"
F3,GO_0007598,"blood coagulation, extrinsic pathway"
PLAU,GO_0007599,hemostasis
F3,GO_0007599,hemostasis
THBD,GO_0007599,hemostasis
OPRM1,GO_0007600,sensory perception
ADORA2A,GO_0007600,sensory perception
OPRL1,GO_0007600,sensory perception
COL1A1,GO_0007601,visual perception
ATF6,GO_0007601,visual perception
PAX6,GO_0007601,visual perception
COL1A1,GO_0007605,sensory perception of sound
DRD2,GO_0007608,sensory perception of smell
CASP3,GO_0007611,learning or memory
PTEN,GO_0007611,learning or memory
CEBPB,GO_0007613,memory
LDLR,GO_0007616,long-term memory
DRD2,GO_0007616,long-term memory
DRD1,GO_0007617,mating behavior
TP53,GO_0007623,circadian rhythm
TNF,GO_0007623,circadian rhythm
SREBF1,GO_0007623,circadian rhythm
HTR7,GO_0007623,circadian rhythm
RORC,GO_0007623,circadian rhythm
DRD2,GO_0007626,locomotory behavior
HTR2C,GO_0007626,locomotory behavior
ADORA2A,GO_0007626,locomotory behavior
PTEN,GO_0007626,locomotory behavior
DRD2,GO_0007628,adult walking behavior
DRD1,GO_0007628,adult walking behavior
HTR2C,GO_0007631,feeding behavior
ADORA2A,GO_0008015,blood circulation
HTR7,GO_0008015,blood circulation
CYP2J2,GO_0008016,regulation of heart contraction
BAX,GO_0008053,mitochondrial fusion
TP53,GO_0008104,intracellular protein localization
DRD2,GO_0008104,intracellular protein localization
CYP1A1,GO_0008202,steroid metabolic process
NR1I2,GO_0008202,steroid metabolic process
LDLR,GO_0008202,steroid metabolic process
CYP1A2,GO_0008202,steroid metabolic process
CYP3A4,GO_0008202,steroid metabolic process
CYP2E1,GO_0008202,steroid metabolic process
CYP2C9,GO_0008202,steroid metabolic process
CYP2C19,GO_0008202,steroid metabolic process
UGT1A1,GO_0008202,steroid metabolic process
CYP2B6,GO_0008202,steroid metabolic process
SREBF1,GO_0008202,steroid metabolic process
TSPO,GO_0008202,steroid metabolic process
HMGCS2,GO_0008202,steroid metabolic process
PRKAA1,GO_0008202,steroid metabolic process
LDLR,GO_0008203,cholesterol metabolic process
CYP2C9,GO_0008203,cholesterol metabolic process
CYP1A2,GO_0008203,cholesterol metabolic process
CYP3A4,GO_0008203,cholesterol metabolic process
SREBF1,GO_0008203,cholesterol metabolic process
PRKAA1,GO_0008203,cholesterol metabolic process
HMGCS2,GO_0008203,cholesterol metabolic process
PPARD,GO_0008203,cholesterol metabolic process
ABCB11,GO_0008206,bile acid metabolic process
CYP3A4,GO_0008209,androgen metabolic process
CYP19A1,GO_0008209,androgen metabolic process
SHH,GO_0008209,androgen metabolic process
CYP1A1,GO_0008210,estrogen metabolic process
CYP3A4,GO_0008210,estrogen metabolic process
CYP2C9,GO_0008210,estrogen metabolic process
CYP1A2,GO_0008210,estrogen metabolic process
UGT1A1,GO_0008210,estrogen metabolic process
PPARG,GO_0008217,regulation of blood pressure
